ENERGY STAR Unique ID,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Fuel Type,Special Type,Heat Pump Technology,Voltage (V),Drum Capacity (cu-ft),Height (inches),Width (inches),Depth (inches),Combined Energy Factor (CEF),Estimated Annual Energy Use (kWh/yr),Estimated Energy Test Cycle Time (min),Energy Test Cycle Information,Additional Dryer Features,Vented or Ventless,Refrigerant Type,Refrigerant with GWP,Connected,Connects Using,Communication Standard - Application Layer,Direct on-premises Open-standard Based Interconnection,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh),Paired ENERGY STAR Clothes Washer Available,Paired ENERGY STAR Clothes Washer ENERGY STAR Model Identifier,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2452828,ELEMENT,EFD4424EBW,EFD4424EBW,,810649030913,Electric Standard Ventless,Electric,,,,4.5,33.27,23.43,25.2,3.93,608,75,normal,None,Ventless,,,No,,,,,,,02/07/2023,03/29/2023,United States,ES_1145034_EFD4424EBW_032920230644757_3907651,No
2452830,ELEMENT,EFD8027EBW,EFD8027EBW,,810649030883,Electric Standard Vented,Electric,,,,8,46.7,36.9,29.6,3.93,608,60,normal,None,Vented,,,No,,,,,,,02/07/2023,03/29/2023,United States,ES_1145034_EFD8027EBW_032920230642933_8138257,No
2452829,ELEMENT,EFD8027GBW,EFD8027GBW,,810649030890,Gas Standard Vented,Gas,,,,8,39.75,27,34.5,3.48,687,73,normal,None,Vented,,,No,,,,,,,02/07/2023,03/29/2023,United States,ES_1145034_EFD8027GBW_032920230644511_7896375,No
2399454,ELEMENT,ETD7527EBW,ETD7527EBW,,810649032474,Electric Standard Vented,Electric,,,,7.5,49.5,29.8,34.4,3.93,608,61,Normal,None,Vented,,,No,,,,,,,06/14/2022,07/28/2022,United States,ES_1145034_ETD7527EBW_080220220725582_1964374,No
2399453,ELEMENT,ETD7527GBW,ETD7527GBW,,810649032481,Gas Standard Vented,Gas,,,,7.5,45,27,31.5,3.48,687,74,Normal,None,Vented,,,No,,,,,,,06/14/2022,07/28/2022,United States,ES_1145034_ETD7527GBW_080220220726876_5229551,No
2406485,Equator Advanced Appliances,CD 4040 B,CD 4040 B,,747037140339,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_Equator Appliances_CW 2240 B_121420221552655_2827439,03/01/2023,01/04/2023,"United States, Canada",ES_40188_CD 4040 B_121420221622395_2181150,No
2406484,Equator Advanced Appliances,CD 4040 W,CD 4040 W,,747037140117,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_Equator Appliances_CW 2240 W_121420221552744_6961679,03/01/2023,01/02/2023,"United States, Canada",ES_40188_CD 4040 W_121420221622708_9727238,No
2394616,FINLUX,DR4400WSB,DR4400WSB,,8698902064309,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_1142648_WM3220WSB_022220221407641_6680302,03/01/2022,04/12/2022,Canada,ES_1142648_DR4400WSB_030920221337478_1579396,No
2394910,FINLUX,DR4405WCH,DR4405WCH,,8698902064316,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,"ES_1142648_WM3225DICH_022220221407657_7939905,ES_1142648_WM3225WCH_02222022140745_8173262",03/01/2022,04/12/2022,Canada,ES_1142648_DR4405WCH_030920221337128_3199057,No
2394618,FINLUX,DR4408SCH,DR4408SCH,,8698902064323,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_1142648_WM3220WSB_022220221407641_6680302,03/01/2022,04/12/2022,Canada,ES_1142648_DR4408SCH_030920221337825_4015285,No
2394617,FINLUX,DR4409DSCH,DR4409DSCH,,8698902064477,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_1142648_WM3228SCH_022220221407348_1828599,03/01/2022,04/12/2022,Canada,ES_1142648_DR4409DSCH_031420221507222_7090010,No
2370241,Fisher&Paykel,DE4024P2,DE4024P2,,822849962433,Electric Compact Ventless 240V,Electric,,,240,4.1,33.46,23.62,25.39,2.68,317,29,COTTON,Wrinkle prevention option,Ventless,,,No,,,,,,,10/22/2020,11/25/2020,"United States, Canada",ES_31708_DE4024P2_11252020073759_9879192,No
2361429,Frigidaire,FDEX21E4EW,FDEX21E4EW,,012505388309;12505388309,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,50,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Filter cleaning indicator,Other,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,06/15/2020,06/08/2020,United States,ES_1021080_FDEX21E4EW_06082020171542_6542906,No
2393837,Frigidaire,FDEX22E4EW,FDEX22E4EW,,12505388644,Electric Standard Vented,Electric,,,,8,38,27.13,31.25,3.93,608,67,"Normal, Normal Temp, Normal Dry","Filter cleaning indicator,Other,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_FWFX22D4EW_02242022115137_80116962,03/11/2022,03/17/2022,United States,ES_1021080_ELFE7337***_030820222037470_3587891,No
2361430,Frigidaire,FDGX21E4EW,FDGX21E4EW,,012505388316;12505388316,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,55,NORMAL / NORMAL TEMP / NORMAL DRY / ECO,"Filter cleaning indicator,Other,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Vented,,,No,,,,,No,,06/15/2020,06/08/2020,United States,ES_1021080_FDGX21E4EW_06082020233059_9059173,No
2393838,Frigidaire,FDGX22E4EW,FDGX22E4EW,,12505388651,Gas Standard Vented,Gas,,,,8,38,27.13,31.25,3.48,687,54,"Normal, Normal Temp, Normal Dry, Eco","Filter cleaning indicator,Other,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1021080_FWFX22D4EW_02242022115137_80116962,03/11/2022,03/17/2022,United States,ES_1021080_ELFG7337***_030820222037197_2845625,No
2361158,Gaggenau,WT262700,WT262700,,825225952343,Electric Compact Ventless 240V,Electric,,,240,4,34,23.6,25,2.68,317,32,"Cotton, Dryness level set to ""dry""","Sanitization cycle,Drum light,Wrinkle prevention option",Ventless,,,Yes,Wi-Fi,Other,,,Yes,ES_31649_WM262700_01222018131920_8149072,09/01/2019,06/02/2020,"United States, Canada",ES_31649_WT262700_06022020084344_17511,No
2382711,Galanz,GLHD38WEA5A,GLHD38WEA5A,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_GLHD38WEA5A_072820210218933_7096052,No
2382712,Galanz,GLHD38WEA5C,GLHD38WEA5C,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_GLHD38WEA5C_072820210218727_2464514,No
2332281,GE,H43E_3_N,GFD14ES*N***,"GFD14ESSN0WW,GFD14ESSNWW,",084691841890,Electric Compact Vented 240V,Electric,,,240,4.3,33.25,23.44,25.25,3.45,246,63,"COTTONS CYCLE WITH THE DEFAULT TEMPERATURE SETTING OF HIGH, DRYNESS SETTING OF DRY, AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GFW148S*M***_08272018155407_5247195,01/09/2019,01/07/2019,United States,ES_1123206_GFD14ES*N***_01072019202927_2967476,No
2332282,GE,H43E_3_N,GFD14JS*N***,"GFD14ESSN0WW,GFD14JSINWW,",084691846147,Electric Compact Vented 240V,Electric,,,240,4.3,33.25,23.44,25.25,3.45,246,63,"COTTONS CYCLE WITH THE DEFAULT TEMPERATURE SETTING OF HIGH, DRYNESS SETTING OF DRY, AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GFW148S*M***_08272018155407_5247195,01/09/2019,01/07/2019,Canada,ES_1123206_GFD14JS*N***_01072019203018_3018378,No
2307923,GE,GFD40ESM****,GFD40ESM****,"GFD40ESM****,GFD40ESMM0WW,",757638973694,Electric Standard Vented,Electric,,,,7,39.38,27,32.19,3.93,608,60,"COTTONS CYCLE, TEMPERATURE SETTING EXTRA LOW, DRYNESS SETTING OF DRY, EDRY.",Time remaining display,Vented,,,No,,,,,No,,01/02/2018,12/15/2017,Canada,ES_1123206_GFD40ESM****_12152017151458_0898758,No
2309268,GE,M70G_4_M,GFD40GSCM***,"M70G_4_M,GFD40GSCMWW,",084691827474,Gas Standard Vented,Gas,,,,7,39.38,27,32.19,3.48,687,67,"COTTONS CYCLE WITH THE DEFAULT TEMPERATURE SETTING OF EXTRA LOW, DRYNESS SETTING OF DRY, AND DEFAULT EDRY ON","Drum light,Time remaining display",Vented,,,No,,,,,,,01/22/2018,01/17/2018,United States,ES_1123206_GFD40GSCM***_01172018132644_5604366,No
2307926,GE,GFD40GSM****,GFD40GSM****,"GFD40GSM****,GFD40GSMM0WW,",757638973700,Gas Standard Vented,Gas,,,,7,39.38,27,32.19,3.48,687,65,"COTTONS CYCLE, TEMPERATURE SETTING EXTRA LOW, DRYNESS SETTING OF DRY, EDRY.",Time remaining display,Vented,,,No,,,,,No,,01/02/2018,12/15/2017,Canada,ES_1123206_GFD40GSM****_12152017151730_1050704,No
2307916,GE,GFD45ESM****,GFD45ESM****,",GFD45ESMM0DG,; ,GFD45ESMM0WW,",757638973717,Electric Standard Vented,Electric,,,,7.5,39.38,27,33,3.93,608,58,"COTTONS CYCLE, TEMPERATURE SETTING LOW, DRYNESS SETTING OF DRY.",Time remaining display,Vented,,,No,,,,,No,,01/02/2018,12/15/2017,Canada,ES_1123206_GFD45ESM****_12152017151342_0822632,No
2307925,GE,GFD45GSM****,GFD45GSM***,"GFD45GSM****,GFD45GSMM0WW,; GFD45GSM***,GFD45GSMM0DG,",757638973724,Gas Standard Vented,Gas,,,,7.5,39.38,27,33,3.48,687,64,"COTTONS CYCLE, TEMPERATURE SETTING LOW, DRYNESS SETTING OF DRY.",Time remaining display,Vented,,,No,,,,,No,,01/02/2018,12/15/2017,Canada,ES_1123206_GFD45GSM***_12152017151611_0971172,No
2354209,GE,G78E_1_NA,GFD55ES*N***,"G78E_1_NA,GFD55ESPNDG,; G78E_1_NA,GFD55ESSNWW,",084691849216,Electric Standard Vented,Electric,,,,7.8,39.75,28,31.38,3.93,608,71,"COTTONS WITH THE DEFAULT ECODRY ON, TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_1123206_GFW550S*N***_11212019143018_6618069,02/03/2020,01/28/2020,United States,ES_1123206_GFD55ES*N***_01282020203519_3719066,No
2354210,GE,G78E_1_NA,GFD55ES*N***,"G78E_1_NA,GFD55ESMNDG,; G78E_1_NA,GFD55ESMNWW,",084691848158,Electric Standard Vented,Electric,,,,7.8,39.75,28,31.38,3.93,608,71,"COTTONS WITH THE DEFAULT ECODRY ON, TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,Yes,ES_1123206_GFW550S*N***_11212019143018_6618069,02/03/2020,01/28/2020,Canada,ES_1123206_GFD55ES*N***_01282020203606_3766726,No
2390463,GE,G78E_1_NA+,GFD55ES*N***,",GFD55ESMNDG,Diamond Gray; ,GFD55ESMNWW,White",084691848134;084691848158,Electric Standard Vented,Electric,,,,7.8,39.75,28,32,3.93,608,73,"Cottons, eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,01/13/2022,Canada,ES_1123206_GFD55ES*N***_011220220942686_8430858,No
2392617,GE,G78E_1_NA+,GFD55ES*N***,",GFD55EGFD55ESPNDGMNDG,Diamond Gray; ,GFD55ESSNWW,White",084691848141;084691849216,Electric Standard Vented,Electric,,,,7.8,39.75,28,32,3.93,608,73,"Cottons, eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,01/13/2022,United States,ES_1123206_GFD55ES*N***_020220220841983_7943429,No
2389014,GE,G78E_1_NA,GFD55ES*R***,",GFD55ESMRRS,Sapphire Blue; ,GFD55ESMRRS,Sapphire Blue",084691881193,Electric Standard Vented,Electric,,,,7.8,39.75,28,32,3.93,608,71,"Cottons with the default ecoDry On, Temp - Low, Dryness level - Dry",None,Vented,,,No,,,,,Yes,ES_1123206_GFW550S*N***_11212019143018_6618069,12/13/2021,12/08/2021,"United States, Canada",ES_1123206_GFD55ES*R***_12082021104745_7185224,No
2390462,GE,G78E_1_NA+,GFD55ES*R***,",GFD55ESMRRS,Sapphire Blue",,Electric Standard Vented,Electric,,,,7.8,39.75,28,32,3.93,608,73,"Cottons, eco Dry default on, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,01/13/2022,Canada,ES_1123206_GFD55ES*R***_011220220929225_2270017,No
2354623,GE,G78G_4_NA,GFD55GS*N***,",GFD55GSPNDG,; ,GFD55GSSNWW,",084691849209,Gas Standard Vented,Gas,,,,7.8,39.75,28,32,3.48,687,71,"Cottons, eco Dry default on, High Temp, Dry Dryness TEMP - LOW, DRYNESS LEVEL - DRY","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,02/11/2020,"United States, Canada",ES_1123206_GFD55GS*N***_02112020185320_7200902,No
2394405,GE,G78G_4_NA+,GFD55GS*N***,",GFD55GSPNDG,; ,GFD55GSSNWW,",084691848271;084691849209,Gas Standard Vented,Gas,,,,7.8,39.75,28,32,3.48,687,71,"Cottons, eco Dry default On, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,01/13/2022,"United States, Canada",ES_1123206_GFD55GS*N***_040520221943841_2944183,No
2389016,GE,G78G_4_NA+,GFD55GS*R***,",GFD55GSPRRS,",084691881209,Gas Standard Vented,Gas,,,,7.8,39.75,28,32,3.48,687,71,"Cottons, eco Dry default On, High Temp, Dry Dryness","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,"ES_1123206_GFW550S*N***_11212019143018_6618069,ES_1123206_GFW550S*R***_120620210917635_3407642,ES_1123206_GFW510S*N***_12182019134400_6640243",01/17/2022,01/13/2022,"United States, Canada",ES_1123206_GFD55GS*R***_120820211047281_5531653,No
2382793,Almison,ASHD38WEA5A,ASHD38WEA5A,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_ASHD38WEA5A_072820210216725_1622026,No
2382792,Almison,ASHD38WEA5C,ASHD38WEA5C,,,Electric Compact Ventless 240V,Electric,,,240,3.8,23.4,24.8,33.5,2.68,317,79,Normal,None,Ventless,,,No,,,,,,,06/30/2021,07/29/2021,"United States, Canada",ES_1108549_ASHD38WEA5C_072820210217560_5386681,No
2340188,Amana,NED5800H**,NED5800H**,,883049546711,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,72,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO DRY ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_15649_NFW5800H**_10142018185145_3105252,08/12/2019,06/21/2019,United States,ES_1129244_NED5800H**_06212019183115_1875375,No
2340694,Amana,NGD5800H**,NGD5800H**,,883049546728,Gas Standard Vented,Gas,,,,7.4,38,27,31,3.48,687,66,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO DRY ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_15649_NFW5800H**_10142018185145_3105252,08/12/2019,07/02/2019,"United States, Canada",ES_22856_NGD5800H**_07022019213222_3142480,No
2327894,Amana,YNED5800H**,YNED5800H**,,883049457628,Electric Standard Vented,Electric,,,,7.4,38,27,31,3.93,608,72,"NORMAL, HIGH TEMP (4 DOTS), DRYNESS LEVEL NORMAL (2 DOTS), ECO DRY ON, AUTO TERM","Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator,Sanitization cycle",Vented,,,No,,,,,Yes,ES_15649_NFW5800H**_10142018185145_3105252,10/15/2018,09/26/2018,Canada,ES_1129244_YNED5800H**_10142018212655_2415617,No
2301400,Asko,T208H.W.U,T208H.W.U,,588196,Electric Compact Ventless 240V,Electric,,Heat Pump,240,3.9,33.46,23.43,25.75,3,283,73,"Auto, Normal","Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,3,Yes,ES_1123023_W2084.W.US_07122017080224_70145269,09/01/2017,07/20/2017,"United States, Canada",ES_1123023_T208H.W.U_08032017015947_70148998,No
2348714,Asko,T411HS.W.U,T411HS.W.U,,730244,Electric Standard Ventless,Electric,,Heat Pump,,4.9,33.46,23.43,30.4,9.1,263,80,Auto Normal,"Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Ventless,,,No,,,,9.5,Yes,ES_1123023_W4114C.W.U_02022018102131_70173114,12/01/2019,10/18/2019,"United States, Canada",ES_1123023_T411HS.W.U_10182019014134_80021713,Yes
2393664,Avanti,FLD40V0W,FLD40V0W,,079841214006,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_92257_FLW22V0W_022220220906807_9419145,03/01/2022,03/09/2022,"United States, Canada",ES_92257_FLD40V0W_022520221436163_8591520,No
2289057,Beko,HPD24412W,HPD24412W,,7188286010,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,5.78,Yes,ES_1036108_WMY 10148 C2_12192017095327_3193933,10/01/2015,01/20/2017,"United States, Canada",ES_1036108_HPD24412W_01202017203310_4390623,Yes
2397438,Beko,HPD24414W,HPD24414W,,7188287430,Electric Standard Ventless,Electric,,Heat Pump,,4.5,34,23.5,27.5,11,217,67,"Cottons Eco, Normal Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Other,Time remaining display",Ventless,R-290,R-290 (GWP:3 | Lower GWP),No,,,,12.52,Yes,ES_1036108_WFTV10733XC*_081120221830592_2562561,05/15/2022,06/14/2022,"United States, Canada",ES_1036108_HPD24414W_052420221513617_2247648,Yes
2393590,BLACK DECKER,BDFH44M,BDFH44M,,810064690730,Electric Standard Ventless,Electric,,,,4.5,33.27,23.43,25.2,3.93,608,75,3.93,None,Ventless,,,No,,,,,,,02/21/2022,03/07/2022,"United States, Canada",ES_1126481_BDFH44M_030720220207257_8718654,No
2289054,Blomberg,DHP24400W,DHP24400W,,7188286030,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,5.78,Yes,"ES_1036108_WM 98400 SX2_12192017095327_9320337, ES_1036108_WM 98200 SX2_12192017095327_9271470",06/01/2015,01/20/2017,"United States, Canada",ES_1036108_DHP24400W_01202017210302_6182999,Yes
2397439,Blomberg,DHP24404W,DHP24404W,,7188287440,Electric Standard Ventless,Electric,,Heat Pump,,4.5,34,23.5,27.5,11,217,67,"Cottons Eco, Normal Dryness","Sanitization cycle,Filter cleaning indicator,Steam cycle,Drum light,Other,Time remaining display",Ventless,R290,R-290 (GWP:3 | Lower GWP),No,,,,12.52,Yes,ES_1036108_WM98220SX*_081120221830200_9220326,05/15/2022,06/14/2022,"United States, Canada",ES_1036108_DHP24404W_052420221513147_6756452,Yes
2289055,Blomberg,DHP24412W,DHP24412W,,7188286020,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.1,34,23.5,27,5.7,149,46,NORMAL REGULAR DRY,"Filter cleaning indicator,Drum light,Time remaining display",Ventless,,,No,,,,5.78,Yes," ES_1036108_WM 98400 SX2_12192017095327_9320337,ES_1036108_WM 98200 SX2_12192017095327_9271470",06/01/2015,01/20/2017,"United States, Canada",ES_1036108_DHP24412W_01202017205610_5770588,Yes
2360748,Bosch,WTG86403UC,WTG86403UC,,825225963042,Electric Compact Ventless 240V,Electric,,,240,4,33.5,23.5,25,2.68,317,32,"Cotton Dry, Dryness at +2","Sanitization cycle,Wrinkle prevention option",Ventless,,,No,,,,,Yes,ES_31649_WAT28400UC_12192014125456_4933282,11/01/2020,05/27/2020,"United States, Canada",ES_31649_WTG86403UC_05132020082954_2579461,No
2403976,Bosch,WTG865H4UC,WTG865H4UC,,825225952343,Electric Compact Ventless 240V,Electric,,,240,4,34,23.6,25,2.68,317,32,"Cotton, Dryness level set to ""dry""","Sanitization cycle,Drum light,Wrinkle prevention option",Ventless,,,Yes,Wi-Fi,Other,,,Yes,,11/01/2020,11/02/2022,"United States, Canada",ES_31649_WTG865H4UC_10282022105133_4430505,No
2363885,Bosch,WTW87NH1UC,WTW87NH1UC,,825225963158,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4,33.2,23.6,25,6.8,125,44,"Cotton, Dry","Sanitization cycle,Wrinkle prevention option,Time remaining display",Ventless,R290,R-290 (GWP:3 | Lower GWP),Yes,Wi-Fi,,,5.53,Yes,ES_31649_WAW285H1UC_07082020145146_4616052,10/01/2020,07/31/2020,"United States, Canada",ES_31649_WTW87NH1UC_07082020153043_1234247,Yes
2391685,BREDA,LUDH92700,LUDH92700,,739855,Electric Compact Ventless 240V,Electric,,Heat Pump,240,4.2,33.5,23.5,25.5,3,283,78,"Cotton normal, Extra dry ++","Filter cleaning indicator,Other,Drum light,Time remaining display,Wrinkle prevention option",Ventless,,,No,,,,,Yes,ES_1147102_LUWM91400_03102022122138_80097243,10/20/2021,01/26/2022,"United States, Canada",ES_1147102_LUDH92700_01262022121919_80097240,No
2448370,Criterion,CFDE80N1AW,CFDE80N1AW,,,Electric Standard Vented,Electric,,,,8,46.7,36.9,29.6,3.93,608,60,Normal,None,Vented,,,No,,,,,,,03/14/2023,03/28/2023,"United States, Canada",ES_1062598_CFDE80N1AW_032820230341795_8511423,No
2448371,Criterion,CFDG80N1AW,CFDG80N1AW,,,Gas Standard Vented,Gas,,,,8,39.75,27,34.5,3.48,687,73,Normal,None,Vented,,,No,,,,,,,03/14/2023,03/28/2023,"United States, Canada",ES_1062598_CFDG80N1AW_032820230432253_9331883,No
2292846,Crosley,CED7464G**,CED7464G**,,883049444345,Electric Standard Vented,Electric,,,,7.4,34,24,25,3.93,608,76,"NORMAL CYCLE, MEDIUM HEAT, NORMAL DRYNESS LEVEL, ECO","Time remaining display,Wrinkle prevention option,Other",Vented,,,No,,,,,Yes,ES_92264_CFWH4084G**_01282017165803_2683820,03/13/2017,01/27/2017,United States,ES_22856_CED7464G**_03232017015519_4119093,No
2407288,Crosley,M74E_1_NB+1,YTD74E2*N***,",YTD74E2PNDG,Diamond Gray; ,YTD74E2SNWS,White",084691853558;084691853589,Electric Standard Vented,Electric,,,,7.4,46,27,30.5,3.93,608,60,"Cottons with the default eDry On, Temp - High, Dryness level - Dry","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_92264_YTW4514*N***_12052019143043_6243661,01/23/2023,01/24/2023,United States,ES_92264_YTD74E2*N***_011720231848244_5006773,No
2407291,Crosley,M74G_4_NB+1,YTD74G2*N***,",YTD74G2PNDG,Diamond Gray; ,YTD74G2SNWS,White",084691853565;084691853572,Gas Standard Vented,Gas,,,,7.4,46,27,30.5,3.48,687,68,"Cottons with the default eDry On, Temp - High, Dryness level - Dry","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display",Vented,,,No,,,,,Yes,ES_92264_YTW4514*N***_12052019143043_6243661,01/23/2023,01/24/2023,United States,ES_92264_YTD74G2*N***_011720231848840_1501694,No
2399466,Danby,DDY040D1WDB,DDY040D1WDB,,067638000659,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Time remaining display,Wrinkle prevention option,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_31682_DWM022D1WDB_072520222225291_4980099,10/01/2022,08/01/2022,"United States, Canada",ES_31682_DDY040D1WDB_080120222225291_5981092,No
2401015,Danby,DDY040D2WDB,DDY040D2WDB,,067638001038,Electric Compact Ventless 240V,Electric,,,240,4,33.27,23.46,23.97,2.68,317,34,"Normal, Regular Dryness, High Temperature","Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",Ventless,,,No,,,,,Yes,ES_31682_DWM022D1WDB_072520222225291_4980099,10/01/2022,08/31/2022,"United States, Canada",ES_31682_DDY040D2WDB_082620221940695_9166601,No
