ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2365369,Miele,F 2912 Vi,",F 2902 Vi, F 2912 SF,Cosmetic",,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.2,528,682,24,,,No,10/01/2020,08/26/2020,"United States, Canada",ES_0031629_F 2912 Vi_09012020122758_80044906,No
2222448,Miele,FNS 37492 iE,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,7.8,13.7,439,480,10,,,No,10/06/2014,09/22/2014,"United States, Canada",ES_1017655_FNS 37492 iE_10022014105208_2767851,No
2402405,Miele,FNS 7794 E,,4002516480938,Compact,17 - Compact upright freezers with automatic defrost,Automatic,Yes,No,No,No,7.5,13.2,350,486,28,,,No,02/01/2023,10/04/2022,"United States, Canada",ES_1017655_FNS 7794 E_10052022103828_80143477,Yes
2384997,Monogram,ZIF181NBR****,,084691871156,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.3,14.7,448,490,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF181NBR****_10052021090558_80101355,No
2384998,Monogram,ZIF181NPN****,,084691847939,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,8.3,14.7,448,490,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF181NPN****_10052021090558_80101355,No
2384999,Monogram,ZIF241NBR****,,084691871163,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,12.5,22,513,562,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF241NBR****_10052021090558_80101355,No
2385000,Monogram,ZIF241NPN****,,084691847977,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,12.5,22,513,562,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF241NPN****_10052021090558_80101355,No
2385001,Monogram,ZIF301NBR****,,084691871170,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,16.7,29.4,579,635,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF301NBR****_10052021090558_80101355,No
2385002,Monogram,ZIF301NPN****,,084691847960,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,16.7,29.4,579,635,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF301NPN****_10052021090558_80101355,No
2384995,Monogram,ZIF361NBR****,,084691871187,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,21.2,37.3,649,713,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF361NBR****_10052021090558_80101355,No
2384996,Monogram,ZIF361NPR****,,084691873587,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,21.2,37.3,649,713,10,,,No,10/04/2021,09/28/2021,"United States, Canada",ES_1123206_ZIF361NPR****_10052021090558_80101355,No
2394658,OMNImax,3730-937,,822733379679,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,04/01/2022,04/26/2023,Canada,ES_1136068_3730-937_041320220955536_5944222,No
2344504,PREMIUM,PFV30500MW,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,08/10/2019,08/12/2019,"United States, Canada",ES_1117600_PFV30500MW_08142019050854_9334281,No
2344505,PREMIUM,PFV30600MS,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,08/10/2019,08/12/2019,"United States, Canada",ES_1117600_PFV30600MS_08142019050927_9367562,No
2494976,Premium Levella,DCF035A5WDB,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,435,486,10,,,No,05/19/2023,11/21/2022,"United States, Canada",ES_1145610_DCF035A5WDB_05192023113039_80133197,No
2494977,Premium Levella,DCF050A5WDB,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,435,486,10,,,No,05/19/2023,11/21/2022,"United States, Canada",ES_1145610_DCF050A5WDB_05192023113039_80133197,No
2494978,Premium Levella,DCF070A5WDB,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,435,486,10,,,No,05/19/2023,11/21/2022,"United States, Canada",ES_1145610_DCF070A5WDB_05192023113039_80133197,No
2397370,Premium Levella,FV1405XW,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14,24.6,396,440,10,,,No,06/09/2022,07/08/2021,"United States, Canada",ES_1117600_FV1405XW _06092022063642_80086091,No
2384664,Premium Levella,PFV13085MW,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.4,394,439,10,,,No,01/19/2020,01/17/2020,"United States, Canada",ES_1117600_PFV13085MW_09242021061501_80031726,No
2384665,Premium Levella,PFV13086MS,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.4,394,439,10,,,No,01/19/2020,01/17/2020,"United States, Canada",ES_1117600_PFV13086MS_09242021061501_80031726,No
2393920,Premium Levella,PFV1405XW,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14,24.6,396,440,10,,,No,03/22/2022,12/10/2021,"United States, Canada",ES_1117600_PFV1405XW _03212022124124_80098807,No
2397371,Premium Levella,PFV1406XS,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,14,24.6,396,440,10,,,No,06/09/2022,07/08/2021,"United States, Canada",ES_1117600_PFV1406XS _06092022063642_80086091,No
2281040,RCA,RFRF-450-AMZ,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,5.1,9,172,220,22,,,No,10/01/2016,10/09/2016,"United States, Canada",ES_1120898_RFRF-450-AMZ_10112016082017_4017648,Yes
2281041,RCA,RFRF470-AMZ,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,198,251,21,,,No,10/01/2016,10/09/2016,"United States, Canada",ES_1120898_RFRF470-AMZ_10112016082423_4263725,Yes
2281042,RCA,RFRF470-BLACK-AMZ,,,Compact,18 - Compact chest freezers,Manual,Yes,No,No,No,7,12.3,198,251,21,,,No,10/01/2016,10/09/2016,"United States, Canada",ES_1120898_RFRF470-BLACK-AMZ_10112016082134_4094744,Yes
2353790,RCA,RFRF695,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,6.5,11.4,280,324,14,,,No,01/07/2020,01/17/2020,United States,ES_1120898_RFRF695_01172020163948_6289176,No
2362230,Samsung,RZ11M7074**,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.4,20.1,361,402,10,R-600a,R-600a (GWP:3 | Lower GWP),No,09/02/2020,06/24/2020,United States,ES_1023593_RZ11M7074**_06292020121345_80046498,No
2371307,Samsung,RZ11T7474**,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,11.4,20.1,361,402,10,R-600a,R-600a (GWP:3 | Lower GWP),No,03/19/2021,12/23/2020,"United States, Canada",ES_1023593_RZ11T7474**_12232020111715_80065918,No
2303376,Signature Kitchen Suite,SKSCF1801*,,048231795111,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,9.6,16.9,480,512,8,,,Yes,09/05/2017,08/28/2017,"United States, Canada",ES_1118034_SKSCF1801*_09082017125412_70153884,No
2319218,Signature Kitchen Suite,SKSCF2401*,,048231798822,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,13.9,24.4,500,585,16,,,Yes,05/08/2018,05/01/2018,"United States, Canada",ES_1118034_SKSCF2401*_05022018014715_70183199,No
2319219,Signature Kitchen Suite,SKSCF3001*,,048231798853,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,17.8,31.3,550,654,17,,,Yes,05/08/2018,05/01/2018,"United States, Canada",ES_1118034_SKSCF3001*_05022018014725_70183199,No
2362405,Smad,DSD-109MU,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,07/07/2020,07/06/2020,"United States, Canada",ES_1144306_DSD-109MU_07062020084716_5236477,No
2367469,Smad,DSD-507WMU,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.2,394,437,10,,,No,10/15/2020,10/12/2020,"United States, Canada",ES_1030337_DSD-507WMU _10152020023002_80059132,No
2399458,Smad,DSD-507WMU(E),",,Tested model HS-507FWEN",850022832154,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,07/25/2022,04/26/2023,"United States, Canada",ES_1144306_DSD-507WMU(E)_080220220841942_1561724,No
2366013,Smad,DSD-772WMU*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,09/17/2020,09/21/2020,"United States, Canada",ES_1144306_DSD-772WMU*_09212020053543_6543514,No
2407906,SPT,UF-114SS,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,02/06/2023,02/06/2023,"United States, Canada",ES_1084573_UF-114SS_02062023045946_80157967,No
2407907,SPT,UF-114W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,02/06/2023,02/06/2023,"United States, Canada",ES_1084573_UF-114W_02062023045946_80157967,No
2210404,SPT,UF-214SS,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,2.1,3.7,219,258,15,,,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-214SS_05052014183754_5074602,No
2210405,SPT,UF-214W,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,2.1,3.7,219,258,15,,,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-214W_05052014183734_5054818,No
2210406,SPT,UF-304W,"Freezers,UF-304SS,",,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,03/15/2014,01/08/2014,United States,ES_1084573_UF-304W_05052014184231_5351384,No
2404604,Sub-Zero,CL3650F/S/*/*,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,20.6,36.2,640,702,10,R-600a,R-600a (GWP:3 | Lower GWP),No,11/04/2022,11/04/2022,"United States, Canada",ES_0031863_CL3650F/S/*/*_11162022125230_80147915,No
2401981,Sub-Zero,DEC2450FI/*,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,12.4,21.8,512,560,10,R-600a,R-600a (GWP:3 | Lower GWP),No,09/26/2022,09/23/2022,"United States, Canada",ES_0031863_DEC2450FI/*_09262022111806_80141551,No
2401982,Sub-Zero,DEC3050FI/*,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,15.5,27.3,561,614,10,R-600a,R-600a (GWP:3 | Lower GWP),No,09/26/2022,09/23/2022,"United States, Canada",ES_0031863_DEC3050FI/*_09262022111806_80141551,No
2401983,Sub-Zero,DEC3650FI/*,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,19.4,34.1,621,681,10,R-600a,R-600a (GWP:3 | Lower GWP),No,09/26/2022,09/23/2022,"United States, Canada",ES_0031863_DEC3650FI/*_09262022111806_80141551,No
2245579,Sub-Zero,IC-36FI,,,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,20,35.2,631,692,10,,,No,09/01/2015,08/10/2015,"United States, Canada",ES_0031863_IC-36FI_08132015054614_70043043,No
2389395,Hisense,FC88D6CWE,,810088360916,Chest Freezer,10 - Chest freezers and all other freezers except compact freezers,Manual,No,No,No,No,8.8,15.4,198,220,10,,,No,03/30/2022,12/16/2021,"United States, Canada",ES_1143318_FC88D6CWE_12112021155516_2872735,No
2470920,Hisense,FV14C6AWE,",,The Refrigerator function and the Freezer function were incorporated in the same one product.(Tested model BD/BC-485WP2NA1/HC1(E))",810088362507,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,437,486,10,,,No,11/22/2022,04/28/2023,"United States, Canada",ES_1110877_FV14C6AWE_042820230933364_6584855,No
2470712,Hisense,FV21C6AWE,",,The Refrigerator function and the Freezer function were incorporated in the same one product.(Tested model BD/BC-590WP2NA1/HC1(E))",810088362521,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,11/17/2022,04/24/2023,"United States, Canada",ES_1110877_FV21C6AWE_042420230528324_5643102,No
2371774,Hisense,FV21D6A*E,",,The symbol *in above model number can be placed by A, B, to Z, means difference color of enclosure.",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,01/07/2021,01/07/2021,"United States, Canada",ES_1110877_FV21D6A*E_010720210028875_1989048,No
2394161,Hisense,FV21D6C*E,",,* in above model number can be placed by A, B,C to Z, means difference color of enclosure.",810088361098,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,03/14/2022,03/28/2022,"United States, Canada",ES_1110877_FV21D6C*E_032820220133433_2415781,No
2472611,Hisense,HFU140N6CWE,",,The Refrigerator function and the Freezer function were incorporated in the same one product. tested model BD/BC-390WP2NF1/HC1(E)",810088362552,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.6,23.9,391,434,10,,,No,11/22/2022,05/04/2023,"United States, Canada",ES_1110877_HFU140N6CWE_050420230523231_4775476,No
2470921,Hisense,HFU170N6CWE,",,The Refrigerator function and the Freezer function were incorporated in the same one product.(Tested model BD/BC-485WP2NA1/HC1(E))",810088362545,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,437,486,10,,,No,11/22/2022,04/28/2023,"United States, Canada",ES_1110877_HFU170N6CWE_042820230935302_9348810,No
2470711,Hisense,HFU210N6CVE,",,The Refrigerator function and the Freezer function were incorporated in the same one product.(Tested model BD/BC-590WP2NA1/HC1(E))",810088363801,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,11/17/2022,04/24/2023,"United States, Canada",ES_1110877_HFU210N6CVE_042420230528318_8880063,No
2470713,Hisense,HFU210N6CWE,",,The Refrigerator function and the Freezer function were incorporated in the same one product.(Tested model BD/BC-590WP2NA1/HC1(E))",810088362538,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,11/17/2022,04/24/2023,"United States, Canada",ES_1110877_HFU210N6CWE_042420230528495_6441835,No
2371773,Hisense,HUF210N6A*E,",,The symbol *in above model number can be placed by A, B, to Z, means difference color of enclosure.",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21.2,37.2,494,549,10,,,No,01/07/2021,01/07/2021,"United States, Canada",ES_1110877_HUF210N6A*E_010720210028719_2448190,No
2387944,Honeywell,H11MFB,,811691026466,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,10/29/2021,11/04/2021,"United States, Canada",ES_1132323_H11MFB_11082021030206_80104873,No
2387945,Honeywell,H11MFS,,811691026473,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,10/29/2021,11/04/2021,"United States, Canada",ES_1132323_H11MFS_11082021030206_80104873,No
2387943,Honeywell,H11MFW,,811691026459,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,1.1,1.9,215,242,11,,,No,10/29/2021,11/04/2021,"United States, Canada",ES_1132323_H11MFW_11082021030206_80104873,No
2379807,IMPECCA,FC-1300W,,810941026300,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,06/07/2021,06/17/2021,"United States, Canada",ES_1128884_FC-1300W_060720210036341_5419634,No
2379808,IMPECCA,FC-1301K,,810941026294,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,3,5.3,240,272,12,,,No,06/07/2021,06/17/2021,"United States, Canada",ES_1128884_FC-1301K_060720210036656_2831041,No
2329489,Insignia,NS-UZ14******,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,391,438,11,,,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ14******_11122018074234_8554863,No
2334230,Insignia,NS-UZ14SS0,",,Tested model HS-507FWEN",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/05/2019,04/26/2023,"United States, Canada",ES_1059185_NS-UZ14SS0_03062019083823_1503279,No
2356228,Insignia,NS-UZ14SS0*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ14SS0*_03122020033523_4123829,No
2356225,Insignia,NS-UZ14SS0-C*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ14SS0-C*_03122020033555_4155845,No
2334229,Insignia,NS-UZ14WH0,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ14***_03062019083854_1534310,No
2334231,Insignia,NS-UZ14WH0,",,Tested model HS-507FWEN",,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/05/2019,04/26/2023,"United States, Canada",ES_1059185_NS-UZ14WH0_03062019083807_1487890,No
2356226,Insignia,NS-UZ14WH0*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ14WH0*_03122020033453_4093061,No
2356227,Insignia,NS-UZ14WH0-C*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ14WH0-C*_03122020033539_4139207,No
2294595,Insignia,NS-UZ14XSS8,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,394,438,10,,,No,04/15/2017,04/19/2017,"United States, Canada",ES_1059185_NS-UZ14XSS8_04202017082446_6686076,No
2275214,Insignia,NS-UZ14XWH7,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,391,438,11,,,No,08/10/2016,08/12/2016,"United States, Canada",ES_1059185_NS-UZ14XWH7_08152016033914_2354756,No
2329490,Insignia,NS-UZ14XWH7-C,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,13.8,24.3,391,438,11,,,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ14XWH7-C_11122018074226_8546701,No
2334232,Insignia,NS-UZ17***,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17***_03062019084639_1999132,No
2329487,Insignia,NS-UZ17******,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ17******_11122018071237_6757579,No
2334233,Insignia,NS-UZ17SS0,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17SS0_03062019084618_1978344,No
2352404,Insignia,NS-UZ17SS0*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,12/27/2019,12/30/2019,"United States, Canada",ES_1059185_NS-UZ17SS0*_12302019070718_9638784,No
2352405,Insignia,NS-UZ17SS0-C*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,12/30/2019,12/30/2019,"United States, Canada",ES_1059185_NS-UZ17SS0-C*_12302019070749_9669758,No
2334234,Insignia,NS-UZ17WH0,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ17WH0_03062019084603_1963432,No
2352406,Insignia,NS-UZ17WH0*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,12/27/2019,12/30/2019,"United States, Canada",ES_1059185_NS-UZ17WH0*_12302019070658_9618450,No
2352407,Insignia,NS-UZ17WH0-C*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,12/30/2019,12/30/2019,"United States, Canada",ES_1059185_NS-UZ17WH0-C*_12302019070733_9653508,No
2284265,Insignia,NS-UZ17XWH7,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,11/15/2016,11/16/2016,"United States, Canada",ES_1059185_NS-UZ17XWH7_11172016071628_6988598,No
2329488,Insignia,NS-UZ17XWH7-C,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,17,29.9,438,486,10,,,No,11/06/2018,11/12/2018,"United States, Canada",ES_1059185_NS-UZ17XWH7-C_11122018071229_6749364,No
2334227,Insignia,NS-UZ21***,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ21***_03062019072311_6991368,No
2334228,Insignia,NS-UZ21WH0,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,03/05/2019,03/06/2019,"United States, Canada",ES_1059185_NS-UZ21WH0_03062019072240_6960521,No
2356223,Insignia,NS-UZ21WH0*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ21WH0*_03122020032622_3582460,No
2356224,Insignia,NS-UZ21WH0-C*,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,03/11/2020,03/04/2020,"United States, Canada",ES_1059185_NS-UZ21WH0-C*_03122020032644_3604642,No
2284264,Insignia,NS-UZ21XWH7,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,11/15/2016,11/16/2016,"United States, Canada",ES_1059185_NS-UZ21XWH7_11172016071640_7000543,No
2339755,Jenn-Air,ALOVE18FLC0*,,883049544212,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,9,15.8,459,501,10,,,No,07/08/2019,06/14/2019,"United States, Canada",ES_0022856_ALOVE18FLC0*_06142019102706_80007546,No
2339756,Jenn-Air,ALOVE24FLC0*,,883049544229,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,13,23,523,572,10,,,No,07/08/2019,06/14/2019,"United States, Canada",ES_0022856_ALOVE24FLC0*_06142019102706_80007546,No
2318906,Jenn-Air,JBZF*18IGX**,,883049438221;883049438238,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,9,15.8,459,501,10,,,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*18IGX**_04262018014203_70182435,No
2318907,Jenn-Air,JBZF*24IGX**,,883049438245;883049438252,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,13,23,523,572,10,,,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*24IGX**_04262018014203_70182435,No
2318908,Jenn-Air,JBZF*30IGX**,,883049438269;883049438276,Upright Freezer,9I-BI - Built-In upright freezers with automatic defrost with an automatic icemaker,Automatic,No,Yes,Yes,Yes,17.2,30.3,588,644,10,,,No,05/02/2018,04/25/2018,"United States, Canada",ES_0022856_JBZF*30IGX**_04262018014203_70182435,No
2369584,Kenmore,111. 2206****,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.4,256,316,19,,,No,10/30/2019,11/16/2020,"United States, Canada",ES_15649_111. 2206****_11162020110113_80043248,No
2369583,Kenmore,111. 22062910,,,Compact,16 - Compact upright freezers with manual defrost,Manual,Yes,No,No,No,5.9,10.4,256,316,19,,,No,10/30/2019,11/16/2020,"United States, Canada",ES_15649_111. 22062910_11162020110113_80043248,No
2346681,Kenmore,111.22202910,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,36.9,492,546,10,,,No,09/06/2019,03/13/2019,"United States, Canada",ES_0015649_111.22202910_08172019121134_80012934,No
2364808,Kenmore,111.22202910,,,Upright Freezer,9 - Upright freezers with automatic defrost without an automatic ice maker,Automatic,No,No,No,No,21,37,492,547,10,,,No,08/19/2020,08/19/2020,"United States, Canada",ES_15649_111.22202910_08202020125329_80044645,No
