Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
KitCatch,KC2711L1,27.0,23.9,0.2,,,44.7,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdJiQ3cOHRzyNE4ntG2EwxW757.UpewgpWmvMuc*clI8.uUcg9FCH80YFhWTp3wGz9E!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No,KC2711L1
ASANO,KC2411L1,23.8,18.3,0.2,,,34.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIcf2U5yIxFe4gCKwkOhyHiWMHNwrbhugJ8xypF.*WfhhkBNAtEjQA3fQfTbRCLzHg!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No,KC2411L1
KitCatch,KC2411L1,23.8,18.3,0.2,,,34.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIcf2U5yIxFe4gCKwkOhyHiWMHNwrbhugJ8xypF.*WfhhkBNAtEjQA3fQfTbRCLzHg!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No,KC2411L1
onn.,100012589,32.0,26.0,0.5,,,50.9,https://www.onntvsupport.com/energy-guides/,No,100012589
TCL,50S410G-CA.,49.5,46.3,0.3,,,191.0,By annual report date,No,50S410G-CA.
TCL,50S430G-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S430G-CA
TCL,50S450G-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S450G-CA
TCL,50S454-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S454-CA
TCL,50S452-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S452-CA
TCL,50S450-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S450-CA
TCL,50S410G,49.5,46.3,0.3,,,191.0,By annual report date,No,50S410G
TCL,50S430G,49.5,46.3,0.3,,,191.0,By annual report date,No,50S430G
TCL,50S450G,49.5,46.3,0.3,,,191.0,By annual report date,No,50S450G
TCL,50S45R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S45R-CA
TCL,50S450R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S450R-CA
TCL,50S430R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S430R-CA
TCL,50S410R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S410R-CA
TCL,50S41R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No,50S41R-CA
TCL,50S455,49.5,46.3,0.3,,,191.0,By annual report date,No,50S455
TCL,50S41,49.5,46.3,0.3,,,191.0,By annual report date,No,50S41
TCL,50S451,49.5,46.3,0.3,,,191.0,By annual report date,No,50S451
TCL,50S450R,49.5,46.3,0.3,,,191.0,By annual report date,No,50S450R
TCL,50S430R,49.5,46.3,0.3,,,191.0,By annual report date,No,50S430R
TCL,50S410R,49.5,46.3,0.3,,,191.0,By annual report date,No,50S410R
PHILIPS,75HFL6214U/27,74.5,115.0,0.39,0.79,,216.0,By annual report date,No,75HFL6214U/27
PHILIPS,58HFL6214U/27,57.5,82.3,0.43,0.79,,156.0,By annual report date,No,58HFL6214U/27
PHILIPS,50BFL2214/27,49.5,69.1,0.41,0.76,,132.0,By annual report date,No,50BFL2214/27
PHILIPS,65HFL6214U/27,64.5,99.5,0.42,0.83,,188.0,By annual report date,No,65HFL6214U/27
connexx,32S31,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S31
connexx,32S35,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S35
TCL,32S350,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S350
TCL,32S351,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S351
TCL,32S353,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S353
TCL,32S354,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S354
TCL,32S358,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S358
TCL,32S359,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S359
TCL,32S350-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S350-CA
TCL,32S354-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S354-CA
TCL,32S357-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S357-CA
TCL,32S358-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S358-CA
TCL,32S359-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S359-CA
TCL,32S31-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S31-CA
TCL,32S35-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S35-CA
TCL,32S350G-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S350G-CA
TCL,32S330G,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S330G
TCL,32S330R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S330R
TCL,32S310R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S310R-CA
TCL,32S210R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S210R
TCL,32S210R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S210R-CA
TCL,32S31R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S31R
TCL,32S31R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No,32S31R-CA
TCL,40S351,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S351
TCL,40S353,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S353
TCL,40S355,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S355
TCL,40S31R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S31R
TCL,43S330R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S330R-CA
TCL,43S310R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S310R-CA
TCL,43S31R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S31R-CA
TCL,43S330G,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S330G
TCL,43S310G,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S310G
TCL,43S350R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S350R
TCL,43S330R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S330R
TCL,43S310R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S310R
TCL,43S31R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S31R
TCL,43S355-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S355-CA
TCL,43S353-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S353-CA
TCL,43S351-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S351-CA
TCL,43S355,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S355
TCL,43S353,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S353
TCL,43S351,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No,43S351
TCL,40S310G-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S310G-CA
TCL,40S350R-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S350R-CA
TCL,40S330R-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S330R-CA
TCL,40S330R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S330R
TCL,40S310R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No,40S310R
TCL,75S450G,74.5,116.0,0.98,,,214.0,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/75S450G-energy-guide.png,No,75S450G
TCL,65S450G,64.5,75.8,0.98,,,141.0,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/65S450G-energy-guide.png,No,65S450G
TCL,55S450G,54.6,51.7,0.56,,,97.8,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/55S450G-energy-guide.png,No,55S450G
Westinghouse,WR24HC2210,23.6,20.3,0.3,,,40.0,By annual report date,No,WR24HC2210
Westinghouse,WR70UT4212,69.5,199.0,0.38,,,366.0,By annual report date,No,WR70UT4212
ONN,100012589-CA,32.0,35.0,0.5,0.5,,67.3,http://www.onntvsupport.com/energy-guides,No,100012589-CA
JVC,LT-58MAW625,58.0,108.0,0.41,0.42,,200.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAW625
connexx,CX24A23DCS,23.6,18.0,0.3,,,35.0,http://www.riverparkinc.com,No,CX24A23DCS
connexx,CX27A23DCS,27.0,27.9,0.26,,,52.8,http://www.riverparkinc.com,No,CX27A23DCS
TCL,32S331,31.52,28.5,0.32,,,55.9,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/3-series/download/32S331-Energy-Guide_0.pdf [tcl.com],No,32S331
JVC,LT-50MAR635,50.0,85.0,0.4,0.5,,159.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAR635
JVC,LT-55MAR635,55.0,125.0,0.42,0.42,,231.0,https://jvcproducts.com/us/contact/support.html,No,LT-55MAR635
TCL,85S455-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S455-CA
TCL,85S454-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S454-CA
TCL,85S453-CA,85.0,176.0,0.44,,,375.0,By annual report date,No,85S453-CA
INSIGNIA,NS-40D510NA21,40.0,44.3,0.23,,,83.0,http://www.insigniaproducts.com/,No,NS-40D510NA21
RCA,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No,.....65.........
RCA,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No,PG65SKA
RCA,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No,RTAU6504-B
RCA,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA4
RCA,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA3
RCA,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA2
RCA,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA1
RCA,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA5
RCA,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA4
RCA,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA3
RCA,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA2
RCA,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA1
RCA,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V5
RCA,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V4
RCA,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T5
RCA,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T4
RCA,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65TAUG
CAIXUN,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA1
CAIXUN,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA3
CAIXUN,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V5
CAIXUN,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T4
CAIXUN,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65VAUG
CAIXUN,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V3
CAIXUN,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V2
CAIXUN,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T2
CAIXUN,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T1
SANSUI,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No,.....65.........
SANSUI,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No,PG65SKA
SANSUI,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No,RTAU6504-B
SANSUI,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA2
SANSUI,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA3
SANSUI,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA2
SANSUI,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T5
SANSUI,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65TAUG
PG,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No,PG65SKA
PG,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65TA1
PG,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65VA3
PG,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65T4
PG,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65TAUG
PG,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,C65VAUG
PG,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65TAUG
PG,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No,S65VAUG
PG,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No,LE-65V3
TCL,43S310R,42.5,42.5,0.52,,,79.6,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/s-series/download/43S310R-energy-guide.,No,43S310R
INSIGNIA,NS-43N101CA24,42.5,45.7,0.31,,,85.5,https://www.insigniaproducts.com/,No,NS-43N101CA24
Hisense,40H41K,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40H41K
Hisense,40A4+KR+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No,40A4.KR.
Hisense,32H4030K+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32H4030K.
Hisense,32H4030F+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No,32H4030F.
Hisense,43A4KR,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43A4KR
Hisense,43H41K,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43H41K
Hisense,43A4+KR+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43A4.KR.
Hisense,43A4+HR+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43A4.HR.
Hisense,43H4030K+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43H4030K.
Hisense,43H4030F+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43H4030F.
Hisense,43H4+K+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No,43H4.K.
TCL,43S31R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S31R
TCL,43S330R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330R
TCL,43S350R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350R
TCL,43S310G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310G
TCL,43S330G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330G
TCL,43S350G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350G
TCL,43S31R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S31R-CA
TCL,43S310R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S310R-CA
TCL,43S330G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S330G-CA
TCL,43S350G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S350G-CA
TCL,43S370G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S370G
TCL,43S370G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S370G-CA
TCL,43S351-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,43S351-CA
TCL,****43*******,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No,....43.......
TCL,50Q650F,50.0,95.2,0.38,,,176.0,https://share.weiyun.com/uPEIN9kG,No,50Q650F
TCL,50Q650F-CA,50.0,95.2,0.38,,,176.0,https://share.weiyun.com/uPEIN9kG,No,50Q650F-CA
TCL,55Q650F-CA,54.6,113.0,0.39,,,208.0,https://share.weiyun.com/iXESRirh,No,55Q650F-CA
TCL,65Q650F,64.5,153.0,0.4,,,283.0,https://share.weiyun.com/otfy5OU6,No,65Q650F
TCL,65Q650F-CA,64.5,153.0,0.4,,,283.0,https://share.weiyun.com/otfy5OU6,No,65Q650F-CA
TCL,75Q650F-CA,74.5,195.0,0.44,,,359.0,https://share.weiyun.com/Jc6maS8N,No,75Q650F-CA
connexx,CX50A22S,49.5,94.9,0.23,,,175.0,http://www.riverparkinc.com,No,CX50A22S
TCL,85Q670F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670F-CA
TCL,85Q670R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670R-CA
TCL,85Q670G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670G-CA
TCL,85Q670F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670F
TCL,85Q670R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670R
TCL,85Q670G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No,85Q670G
TCL,85S430F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430F-CA
TCL,85S430R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430R
TCL,85S430G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S430G
TCL,85S410F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410F-CA
TCL,85S410R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S410R-CA
TCL,85S470F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470F-CA
TCL,85S470R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470R-CA
TCL,85S470G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470G-CA
TCL,85S470F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470F
TCL,85S470R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470R
TCL,85S470G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S470G
TCL,85S450F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450F-CA
TCL,85S450R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450R-CA
TCL,85S450G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450G-CA
TCL,85S450F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450F
TCL,85S450R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450R
TCL,85S450G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No,85S450G
SILO,SL5523GF,54.6,92.0,0.5,1.0,,175.0,http://silotv.net/,No,SL5523GF
SILO,SL6523GF,64.5,125.0,0.5,1.0,,235.0,http://silotv.net/,No,SL6523GF
VIZIO,V75Q6-L4,75.0,239.0,0.31,,,437.0,http://www.Vizio.com/,No,V75Q6-L4
VIZIO,M75Q6-L4,75.0,239.0,0.31,,,437.0,http://www.Vizio.com/,No,M75Q6-L4
onn.,100012587,65.0,108.0,0.5,,,201.0,https://www.onntvsupport.com/energy-guides/,No,100012587
Westinghouse,WR43FT2212,42.5,38.0,0.5,,,72.8,By annual report date,No,WR43FT2212
Westinghouse,WR43FX2212,42.5,38.0,0.5,,,72.8,By annual report date,No,WR43FX2212
Westinghouse,WR32HX2212,31.5,25.0,0.5,,,49.1,By annual report date,No,WR32HX2212
Westinghouse,WR32HT2212,31.5,25.0,0.5,,,49.1,By annual report date,No,WR32HT2212
ELEMENT,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No,E450GD75G-G
ELEMENT,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75...
ELEMENT,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75SKA
ELEMENT,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No,SC-7550GTV
ELEMENT,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75TAUG
ELEMENT,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75VAUG
ELEMENT,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75TAUG
ELEMENT,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No,.....75.........
PG,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75...
PG,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75TAUG
PG,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75VAUG
PG,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75TAUG
Supersonic,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75TAUG
Supersonic,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No,.....75.........
Supersonic,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75VAUG
CAIXUN,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No,E450GD75G-G
CAIXUN,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75...
CAIXUN,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75SKA
CAIXUN,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75TAUG
CAIXUN,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75VAUG
SANSUI,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No,PG75...
SANSUI,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,C75VAUG
SANSUI,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No,S75VAUG
CAIXUN,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
CAIXUN,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
Supersonic,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
Supersonic,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T2
Supersonic,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
Supersonic,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T4
Supersonic,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
Supersonic,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
Supersonic,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
Supersonic,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
Supersonic,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA4
Supersonic,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA5
Supersonic,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA1
Supersonic,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA2
Supersonic,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA3
Supersonic,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA4
Supersonic,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55TA5
Supersonic,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA1
Supersonic,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
Supersonic,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
Supersonic,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
Supersonic,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No,WG55UX4212
Supersonic,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No,E400GD55G-G
Supersonic,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
SANSUI,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
SANSUI,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T3
SANSUI,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T5
SANSUI,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55V1
SANSUI,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA2
SANSUI,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55VA3
SANSUI,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-5550GTV
SANSUI,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No,SC-....GTV
SANSUI,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55SKA
SANSUI,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No,PG55...
SANSUI,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No,.....55.........
CAIXUN,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No,LE-55T1
