Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,individual_model_number_modified
LG,43UQ8000AUK,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ8000AUK
LG,43UQ8000AUB,42.5,54.8,0.3,0.4,,103.0,http://www.lg.com/global/support/ftclabel,No,43UQ8000AUB
LG,75QNED90UQA,74.5,134.0,0.3,0.4,,247.0,http://www.lg.com/global/support/ftclabel,No,75QNED90UQA
LG,OLED77B2PUA,76.7,160.0,0.3,0.4,,295.0,http://www.lg.com/global/support/ftclabel,No,OLED77B2PUA
LG,OLED65B2PUA,64.5,120.0,0.3,0.4,,222.0,http://www.lg.com/global/support/ftclabel,No,OLED65B2PUA
LG,OLED65A2AUA,64.5,113.0,0.3,0.4,,209.0,http://www.lg.com/global/support/ftclabel,No,OLED65A2AUA
LG,OLED65A2PUA,64.5,113.0,0.3,0.4,,209.0,http://www.lg.com/global/support/ftclabel,No,OLED65A2PUA
LG,OLED48A2PUA,47.5,85.0,0.3,0.4,,158.0,http://www.lg.com/global/support/ftclabel,No,OLED48A2PUA
LG,50UQ7500PUA,49.5,67.9,0.2,0.3,,126.0,http://www.lg.com/global/support/ftclabel,No,50UQ7500PUA
LG,65WS960H2UD,64.5,113.0,0.2,,,208.0,http://www.lg.com/global/support/ftclabel,No,65WS960H2UD
LG,55WS960H2UD,54.6,96.0,0.2,,,177.0,http://www.lg.com/global/support/ftclabel,No,55WS960H2UD
LG,50UR347H9UA,49.5,67.0,0.3,,,124.0,http://www.lg.com/global/support/ftclabel,No,50UR347H9UA
LG,OLED65C2AUA,64.5,115.0,0.3,0.4,,213.0,http://www.lg.com/global/support/ftclabel,No,OLED65C2AUA
LG,OLED65C2PUA,64.5,115.0,0.3,0.4,,213.0,http://www.lg.com/global/support/ftclabel,No,OLED65C2PUA
LG,OLED48C2PUA,47.5,80.0,0.3,0.4,,149.0,http://www.lg.com/global/support/ftclabel,No,OLED48C2PUA
LG,OLED42C2AUA,41.6,70.0,0.3,0.4,,131.0,http://www.lg.com/global/support/ftclabel,No,OLED42C2AUA
LG,OLED42C2PUA,41.6,70.0,0.3,0.4,,131.0,http://www.lg.com/global/support/ftclabel,No,OLED42C2PUA
LG,65QNED90UQA,64.5,102.0,0.3,0.4,,189.0,http://www.lg.com/global/support/ftclabel,No,65QNED90UQA
LG,OLED55B2PUA,54.6,100.0,0.3,0.4,,185.0,http://www.lg.com/global/support/ftclabel,No,OLED55B2PUA
LG,55UR772M0UB,54.6,81.0,0.3,,,150.0,http://www.lg.com/global/support/ftclabel,No,55UR772M0UB
LG,65UR577H9UD,64.5,87.0,0.3,,,161.0,http://www.lg.com/global/support/ftclabel,No,65UR577H9UD
LG,55UR577H9UA,54.6,72.0,0.3,,,133.0,http://www.lg.com/global/support/ftclabel,No,55UR577H9UA
LG,50UR577H9UA,49.5,63.0,0.3,,,117.0,http://www.lg.com/global/support/ftclabel,No,50UR577H9UA
LG,50UR770H9UA,49.5,67.0,0.2,,,124.0,http://www.lg.com/global/support/ftclabel,No,50UR770H9UA
LG,50UR770H0UA,49.5,67.0,0.2,,,124.0,http://www.lg.com/global/support/ftclabel,No,50UR770H0UA
LG,43UT782V9UA,42.5,58.9,0.3,,,110.0,http://www.lg.com/global/support/ftclabel,No,43UT782V9UA
LG,65UT340H9UB,64.5,83.8,0.2,,,154.0,http://www.lg.com/global/support/ftclabel,No,65UT340H9UB
LG,65UT570H9UB,64.5,82.8,0.2,,,152.0,http://www.lg.com/global/support/ftclabel,No,65UT570H9UB
LG,55UT340H9UA,54.6,66.5,0.2,,,123.0,http://www.lg.com/global/support/ftclabel,No,55UT340H9UA
LG,55UT570H9UA,54.6,67.5,0.2,,,125.0,http://www.lg.com/global/support/ftclabel,No,55UT570H9UA
LG,43UT570H9UA,42.5,51.6,0.2,,,96.0,http://www.lg.com/global/support/ftclabel,No,43UT570H9UA
LG,43LT340H9UA,42.5,38.0,0.2,,,71.0,http://www.lg.com/global/support/ftclabel,No,43LT340H9UA
LG,32LT340C9UB,31.5,19.5,0.2,,,37.0,http://www.lg.com/global/support/ftclabel,No,32LT340C9UB
LG,32LT340H9UA,31.5,19.0,0.2,,,36.0,http://www.lg.com/global/support/ftclabel,No,32LT340H9UA
LG,43LT340C9UB,42.5,36.0,0.2,,,67.0,http://www.lg.com/global/support/ftclabel,No,43LT340C9UB
LG,43LT560H9UA,42.5,38.5,0.2,,,72.0,http://www.lg.com/global/support/ftclabel,No,43LT560H9UA
LG,43LT570H9UA,42.5,38.5,0.2,,,72.0,http://www.lg.com/global/support/ftclabel,No,43LT570H9UA
LG,32LT560H9UA,31.5,23.7,0.2,,,45.0,http://www.lg.com/global/support/ftclabel,No,32LT560H9UA
LG,50US670H9UA,49.5,74.0,0.3,,,137.0,http://www.lg.com/global/support/ftclabel,No,50US670H9UA
LG,50UT340H9UA,49.5,55.0,0.2,,,102.0,http://www.lg.com/global/support/ftclabel,No,50UT340H9UA
ONN,100058007,40.0,44.0,0.4,0.4,,83.1,http://www.onntvsupport.com/energy-guides,No,100058007
ONN,100097810,40.0,44.0,0.4,0.4,,83.1,http://www.onntvsupport.com/energy-guides,No,100097810
ONN,100097811,50.0,89.5,0.4,0.41,,166.0,http://www.onntvsupport.com/energy-guides,No,100097811
ONN,100071701,55.0,140.0,0.4,0.4,,258.0,http://www.onntvsupport.com/energy-guides,No,100071701
ONN,100071709,75.0,217.0,0.5,0.5,,399.0,http://www.onntvsupport.com/energy-guides,No,100071709
ONN,100071708,70.0,199.0,0.45,0.45,,366.0,http://www.onntvsupport.com/energy-guides,No,100071708
ONN,100068378,70.0,199.0,0.4,0.4,,366.0,http://www.onntvsupport.com/energy-guides,No,100068378
ONN,100012586,55.0,126.0,0.42,0.42,,233.0,http://www.onntvsupport.com/energy-guides,No,100012586
ONN,100012585,50.0,89.5,0.4,0.41,,166.0,http://www.onntvsupport.com/energy-guides,No,100012585
ONN,100012584,43.0,75.3,0.5,0.5,,141.0,http://www.onntvsupport.com/energy-guides,No,100012584
ONN,100069992,43.0,49.0,0.45,0.45,,92.5,http://www.onntvsupport.com/energy-guides,No,100069992
ONN,100068372,42.0,48.0,0.45,0.45,,90.7,http://www.onntvsupport.com/energy-guides,No,100068372
ONN,100012589,32.0,33.0,0.4,0.4,,63.0,http://www.onntvsupport.com/energy-guides,No,100012589
ELEMENT,E1AA24N,24.0,21.1,0.21,,,40.0,https://elementelectronics.com/support,No,E1AA24N
JVC,LT-65MAR595,65.0,168.0,0.5,,,310.0,https://jvcproducts.com/us/contact/support.html,No,LT-65MAR595
JVC,LT-58MAW804,58.0,117.0,0.48,0.5,,216.0,http://www.jvcproducts.com/support,No,LT-58MAW804
JVC,LT-55MAW804,54.6385,139.0,0.5,0.5,,257.0,http://www.jvcproducts.com/support,No,LT-55MAW804
JVC,LT-75MAW605,75.0,217.0,0.45,0.45,,399.0,https://jvcproducts.com/us/contact/support.html,No,LT-75MAW605
JVC,LT-70MAW795,70.0,199.0,0.4,0.4,,366.0,https://jvcproducts.com/us/contact/support.html,No,LT-70MAW795
JVC,LT-65MAW805,64.5293,194.0,0.5,0.5,,358.0,https://jvcproducts.com/us/contact/support.html,No,LT-65MAW805
JVC,LT-65MAW705,65.0,167.0,0.42,0.43,,308.0,https://jvcproducts.com/us/contact/support.html,No,LT-65MAW705
JVC,LT-65MAW595,65.0,167.0,0.42,0.43,,308.0,https://jvcproducts.com/us/contact/support.html,No,LT-65MAW595
JVC,LT-58MAW805,58.0,117.0,0.48,0.5,,216.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAW805
JVC,LT-58MAW705,58.0,117.0,0.48,0.5,,216.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAW705
JVC,LT-58MAW595,58.0,108.0,0.41,0.42,,200.0,https://jvcproducts.com/us/contact/support.html,No,LT-58MAW595
JVC,LT-50MAW805,50.0,112.0,0.4,0.4,,207.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW805
JVC,LT-50MAW705,50.0,98.2,0.5,0.5,,183.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW705
JVC,LT-50MAW595,50.0,89.5,0.4,0.41,,166.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAW595
JVC,LT-50MAR595,50.0,89.5,0.4,0.41,,166.0,https://jvcproducts.com/us/contact/support.html,No,LT-50MAR595
JVC,LT-43MAR595,43.0,75.3,0.5,0.5,,141.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAR595
JVC,LT-43MAW400,43.0,67.0,0.3,,,124.0,https://jvcproducts.com/us/contact/support.html,No,LT-43MAW400
JVC,LT-40MAW305,40.0,44.0,0.4,0.4,,83.1,https://jvcproducts.com/us/contact/support.html,No,LT-40MAW305
JVC,LT-40MAR305,40.0,43.5,0.38,0.5,,82.9,https://jvcproducts.com/us/contact/support.html,No,LT-40MAR305
JVC,LT-40MAW300,40.0,52.0,0.5,,,98.4,https://jvcproducts.com/us/contact/support.html,No,LT-40MAW300
INSIGNIA,NS-43N101NA24,42.5,45.7,0.31,,,85.5,https://www.insigniaproducts.com/,No,NS-43N101NA24
Insignia,NS-50F301NA24,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No,NS-50F301NA24
Insignia,NS-70F301NA23,69.516,176.0,0.42,,,324.0,http://www.insigniaproducts.com/,No,NS-70F301NA23
Insignia,NS-65F301NA23,64.525,141.0,0.44,,,260.0,http://www.insigniaproducts.com/,No,NS-65F301NA23
Insignia,NS-42F201NA23,41.5,60.2,0.45,0.45,,113.0,http://www.insigniaproducts.com/,No,NS-42F201NA23
Insignia,NS-32F202NA23,31.5,43.8,0.36,0.45,,83.0,http://www.insigniaproducts.com/,No,NS-32F202NA23
Insignia,NS-24F202NA23,24.0,27.2,0.4,0.53,,53.4,http://www.insigniaproducts.com/,No,NS-24F202NA23
Insignia,NS-32F201NA23,31.512,29.3,0.5,236.0,,57.7,http://www.insigniaproducts.com/,No,NS-32F201NA23
Pioneer,PN50951-22U,49.5,136.0,0.4,0.5,,251.0,https://www.usca.pioneer-tv.com/,No,PN50951-22U
Pioneer,PN43951-22U,42.5,99.8,0.33,0.5,,184.0,https://www.usca.pioneer-tv.com/,No,PN43951-22U
Insignia,NS-50F501NA22,49.50037,120.0,0.5,,,222.0,http://www.insigniaproducts.com/,No,NS-50F501NA22
INSIGNIA,NS-32F201NA22,31.51,38.9,0.3,,,73.0,http://  www.insigniaproducts.com,No,NS-32F201NA22
INSIGNIA,NS-42F201NA22,41.5,59.0,0.5,,,111.0,http://  www.insigniaproducts.com,No,NS-42F201NA22
INSIGNIA,NS-55F501NA22,54.63904,142.0,0.5,,,262.0,http://  www.insigniaproducts.com,No,NS-55F501NA22
INSIGNIA,NS-24DF311SE21,23.6938,26.0,0.36,,,50.0,http://  www.insigniaproducts.com,No,NS-24DF311SE21
INSIGNIA,NS-39DF310NA21,38.45,52.5,0.45,,,98.9,http://  www.insigniaproducts.com,No,NS-39DF310NA21
INSIGNIA,NS-40D510NA21,40.0,44.3,0.23,,,83.0,https://www.insigniaproducts.com/,No,NS-40D510NA21
INSIGNIA,NS-43D510NA21,42.5,47.9,0.25,,,89.2,https://www.insigniaproducts.com/,No,NS-43D510NA21
INSIGNIA,NS-32DF310NA21,31.5,33.6,0.45,,,64.5,https://www.insigniaproducts.com/,No,NS-32DF310NA21
INSIGNIA,NS-24DF310NA21,23.69,25.3,0.4,,,49.0,http://  www.insigniaproducts.com,No,NS-24DF310NA21
INSIGNIA,NS-19D310NA21,18.5052,19.0,0.29,,,36.7,https://www.insigniaproducts.com/,No,NS-19D310NA21
INSIGNIA,NS-32D310NA21,31.5,27.5,0.24,,,58.0,https://www.insigniaproducts.com/,No,NS-32D310NA21
INSIGNIA,NS-55DF710NA21,54.63904,121.0,0.42,,,224.0,https://www.insigniaproducts.com/,No,NS-55DF710NA21
INSIGNIA,NS-40D420NA20,39.44033276,42.6,0.29,,,79.8,https://www.insigniaproducts.com/,No,NS-40D420NA20
INSIGNIA,NS-43D420NA20,42.5013645,48.5,0.22,,,90.0,https://www.insigniaproducts.com/,No,NS-43D420NA20
Sharp,LC-50LBU711U,50.0,50.0,0.35,,,194.0,https://www.sharptvusa.com/,No,LC-50LBU711U
Sharp,LC-55LBU711U,55.0,55.0,0.41,,,215.0,https://www.sharptvusa.com/,No,LC-55LBU711U
TOSHIBA,55LF711U20,54.6,149.0,0.4,0.5,,274.0,http://tvna.compal-toshiba.com/us/en/,No,55LF711U20
Sharp,LC-40LB601U,40.4,57.4,0.5,,,108.0,https://www.sharptvusa.com,No,LC-40LB601U
Sharp,LC-32LB601U,32.0,34.7,0.38,,,66.0,https://www.sharptvusa.com,No,LC-32LB601U
INSIGNIA,NS-32DF310NA19,31.6783,30.4,0.36,,,58.0,https://www.insigniaproducts.com/,No,NS-32DF310NA19
INSIGNIA,NS-55DF710NA19,54.7716,126.0,0.47,,,233.0,https://www.insigniaproducts.com/,No,NS-55DF710NA19
INSIGNIA,NS-24DF310NA19,23.6938,26.0,0.36,,,50.0,https://www.insigniaproducts.com/,No,NS-24DF310NA19
INSIGNIA,NS-39DF510NA19,38.7105,53.4,0.38,,,100.0,https://www.insigniaproducts.com/,No,NS-39DF510NA19
INSIGNIA,NS-43DF710NA19,42.676,103.0,0.47,,,191.0,https://www.insigniaproducts.com/,No,NS-43DF710NA19
Sharp,LC-50LB601U,49.59,62.3,0.39,,,116.0,https://www.bestbuy.com/,No,LC-50LB601U
TOSHIBA,32L220U19,31.8391,29.6,0.3,,,58.0,http://tvna.compal-toshiba.com/us/en/,No,32L220U19
INSIGNIA,NS-55D510NA19,54.91,83.6,0.22,,,166.0,http://www.insigniaproducts.com,No,NS-55D510NA19
INSIGNIA,NS-39D310NA19,38.5049,49.0,0.22,,,91.0,http://www.insigniaproducts.com,No,NS-39D310NA19
INSIGNIA,NS-50D510NA19,49.51,76.5,0.2,,,141.0,http://www.insigniaproducts.com,No,NS-50D510NA19
INSIGNIA,NS-24D310NA19,23.6,21.9,0.18,,,50.0,http://www.insigniaproducts.com,No,NS-24D310NA19
MAGNAVOX,65MV379R/F7 A,64.5,85.2,0.41,,,245.0,https://www.magnavox.com/1206-thickbox_default/65mv379rf7.jpg,No,65MV379R/F7 A
PHILIPS,32PFL3453/F7,32.0,38.4,0.4,,,73.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL3453_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL3453/F7
PHILIPS,32PFL4664/F7 A,31.5,23.5,0.5,,,60.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL4664_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL4664/F7 A
PHILIPS,32PFL5505/F7,32.0,23.2,0.3,,,60.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL5505_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL5505/F7
PHILIPS,32PFL6452/F7,31.5,22.4,0.34,,,60.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL6452_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL6452/F7
PHILIPS,32PFL6452/F7 D,31.5,22.4,0.34,,,60.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL6452_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL6452/F7 D
PHILIPS,32PFL6472/F7,32.0,22.4,0.4,,,51.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL6472_F7-A3P-global-001?$jpglarge$&wid=1250,No,32PFL6472/F7
PHILIPS,32PFL6573/F7,32.0,45.0,0.5,,,56.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL6573_F7-A3P-global-001?$jpglarge$&wid=960,No,32PFL6573/F7
PHILIPS,32PFL6573/F7 A,32.0,45.0,0.5,,,56.0,https://images.philips.com/is/image/PhilipsConsumer/32PFL6573_F7-A3P-global-001?$jpglarge$&wid=960,No,32PFL6573/F7 A
PHILIPS,40PFL4775/F7 A,40.0,60.0,0.5,,,69.0,https://images.philips.com/is/image/PhilipsConsumer/40PFL4775_F7-A3P-global-001?$jpglarge$&wid=960,No,40PFL4775/F7 A
PHILIPS,43PFL4775/F7,43.0,75.0,0.5,,,101.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL4775_F7-A3P-global-001?$jpglarge$&wid=960,No,43PFL4775/F7
PHILIPS,43PFL4775/F7 A,43.0,75.0,0.5,,,101.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL4775_F7-A3P-global-001?$jpglarge$&wid=960,No,43PFL4775/F7 A
PHILIPS,43PFL5766/F6,43.0,71.0,0.5,,,132.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5766_F6-A3P-global-001?$jpglarge$&wid=420&hei=360,No,43PFL5766/F6
PHILIPS,43PFL5766/F7,43.0,71.0,0.5,,,132.0,https://images.philips.com/is/image/PhilipsConsumer/43PFL5766_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,43PFL5766/F7
PHILIPS,50PFL4756/F7 W,50.0,75.3,0.5,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL4756_F7-A3P-global-001?$jpglarge$&wid=1250,No,50PFL4756/F7 W
PHILIPS,50PFL4864/F7,50.0,86.8,0.3,,,180.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL4864/F7
PHILIPS,50PFL5604/F7 A,50.0,83.5,0.3,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL5604/F7 A
PHILIPS,50PFL5704/F7 A,50.0,83.5,0.3,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL5704_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL5704/F7 A
PHILIPS,50PFL5766/F6,50.0,92.9,0.3,,,160.0,https://images.philips.com/is/image/PhilipsConsumer/50PFL5766_F6-A3P-global-001?$jpglarge$&wid=420&hei=360,No,50PFL5766/F6
PHILIPS,50PUL7552/F7,50.0,82.1,0.3,,,166.0,https://images.philips.com/is/image/PhilipsConsumer/43PUL7652_F7-A3P-global-001?$jpglarge$&wid=630&hei=540,No,50PUL7552/F7
PHILIPS,50PUL7672/F7,55.0,84.8,0.3,,,166.0,https://images.philips.com/is/image/PhilipsConsumer/50PUL7672_F7-A3P-global-001?$jpglarge$&wid=1250,No,50PUL7672/F7
PHILIPS,55PFL4756/F7,55.0,95.5,0.5,,,168.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL4756_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL4756/F7
PHILIPS,55PFL4864/F7,55.0,79.3,0.5,,,165.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL4864/F7
PHILIPS,55PFL4864/F7 A,55.0,72.5,0.4,,,165.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL4864/F7 A
PHILIPS,55PFL5604/F7 A,55.0,90.2,0.3,,,180.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL5604/F7 A
PHILIPS,55PFL5766/F7,55.0,106.0,0.3,,,180.0,https://images.philips.com/is/image/PhilipsConsumer/55PFL5766_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,55PFL5766/F7
PHILIPS,55PUL7973/F7,55.0,150.0,0.5,,,174.0,https://images.philips.com/is/image/PhilipsConsumer/55PUL7973_F7-A3P-global-001?$jpglarge$&wid=960,No,55PUL7973/F7
PHILIPS,65PFL4756/F7,65.0,126.0,0.4,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL4756_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL4756/F7
PHILIPS,65PFL4864/F7 A,65.0,83.3,0.4,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL4864_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL4864/F7 A
PHILIPS,65PFL5604/F7 A,65.0,119.0,0.3,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL5604_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL5604/F7 A
PHILIPS,65PFL5766/F6,65.0,139.0,0.3,,,245.0,https://images.philips.com/is/image/PhilipsConsumer/65PFL5766_F6-A3P-global-001?$jpglarge$&wid=420&hei=360,No,65PFL5766/F6
PHILIPS,65PUL6553/F7,65.0,88.9,0.4,,,178.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL6553_F7-A3P-global-001?$jpglarge$&wid=1250,No,65PUL6553/F7
PHILIPS,65PUL6673/F7,65.0,170.0,0.5,,,217.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL6673_F7-A3P-global-001?$jpglarge$&wid=960,No,65PUL6673/F7
PHILIPS,65PUL7552/F7,65.0,125.0,0.4,,,251.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL7552_F7-A3P-global-001?$jpglarge$&wid=630&hei=540,No,65PUL7552/F7
PHILIPS,65PUL7672/F7,65.0,131.0,0.3,,,251.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL7672_F7-A3P-global-001?$jpglarge$&wid=1250,No,65PUL7672/F7
PHILIPS,65PUL7973/F7,65.0,180.0,0.5,,,189.0,https://images.philips.com/is/image/PhilipsConsumer/65PUL7973_F7-A3P-global-001?$jpglarge$&wid=960,No,65PUL7973/F7
PHILIPS,70PFL5656/F7,70.0,250.0,0.5,,,236.0,https://images.philips.com/is/image/PhilipsConsumer/70PFL5656_F7-A3P-global-001?$jpglarge$&wid=960,No,70PFL5656/F7
PHILIPS,70PFL5656/F7 A,70.0,250.0,0.5,,,236.0,https://images.philips.com/is/image/PhilipsConsumer/70PFL5656_F7-A3P-global-001?$jpglarge$&wid=960,No,70PFL5656/F7 A
PHILIPS,75PFL4756/F7,75.0,166.0,0.4,,,400.0,https://images.philips.com/is/image/PhilipsConsumer/75PFL4756_F7-A3P-global-001?$jpglarge$&wid=420&hei=360,No,75PFL4756/F7
PHILIPS,75PUL7552/F7,75.0,161.0,0.3,,,320.0,https://images.philips.com/is/image/PhilipsConsumer/75PUL7552_F7-A3P-global-001?$jpglarge$&wid=630&hei=540,No,75PUL7552/F7
PHILIPS,75PUL7973/F7,75.0,260.0,0.5,,,220.0,https://images.philips.com/is/image/PhilipsConsumer/75PUL7973_F7-A3P-global-001?$jpglarge$&wid=960,No,75PUL7973/F7
SANYO,FW40R49F,39.5,31.0,0.31,,,78.0,https://www.sanyo-av.com/us/product/product.php?id=710,No,FW40R49F
SANYO,FW50R71F,50.0,92.9,0.3,,,160.0,https://www.sanyo-av.com/us/product/product.php?id=733,No,FW50R71F
SANYO,FW55R70F,54.6,72.5,0.39,,,168.0,https://www.sanyo-av.com/us/product/product.php?id=591,No,FW55R70F
Samsung,QN75QN9DAAF,75.0,110.0,0.5,1.5,,211.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn9daafxza-energylabel.pdf,No,QN75QN9DAAF
Samsung,QN75QN90AAF,75.0,110.0,0.5,1.5,,211.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn90aafxza-energylabel.pdf,No,QN75QN90AAF
Samsung,QN65QN900AF,65.0,215.0,0.5,1.5,,403.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn65qn900afxza-energylabel.pdf,No,QN65QN900AF
Samsung,QN85QN900AF,85.0,249.0,0.5,1.5,,465.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn900afxza-energylabel.pdf,No,QN85QN900AF
Samsung,QN75QN900AF,75.0,234.0,0.5,1.5,,421.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn900afxza-energylabel.pdf,No,QN75QN900AF
Samsung,QN85QN800AF,85.0,225.0,0.5,1.5,,438.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn800afxza-energylabel.pdf,No,QN85QN800AF
Samsung,QN75QN800AF,75.0,192.0,0.5,1.5,,361.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn75qn800afxza-energylabel.pdf,No,QN75QN800AF
Samsung,QN85QN9DAAF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn9daafxza-energylabel.pdf,No,QN85QN9DAAF
Samsung,QN85QN90AAF,85.0,121.0,0.5,1.5,,231.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn90aafxza-energylabel.pdf,No,QN85QN90AAF
Samsung,UN82TU7000F,82.0,112.0,0.5,1.5,,215.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-un82tu7000fxza-energylabel.pdf,No,UN82TU7000F
Samsung,QN85QN85DAF,85.0,104.0,0.5,1.5,,200.0,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-qn85qn85dafxza-energylabel.pdf,No,QN85QN85DAF
