ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Width (inches),Depth (inches),Capacity - Maximum Number of Place Settings,Soil-Sensing Capability,Tub Material,Drying Method,Additional Product Features,Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),% Better than US Federal Standard (kWh/yr),Water Use (gallons/cycle),US Federal Standard (gallons/cycle),% Better than US Federal Standard (gallons/cycle),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Direct on-premises Open-standard Based Interconnection,Date Available On Market, Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2507606,SPT,SD-2224**,,876840012707;876840012714,Compact,21.7,19.7,6.0,Yes,Hybrid (Plastic & Steel),Air Dry,None,155,,,2.0,,,No,,,,,04/01/2023,04/14/2023,"United States, Canada",ES_0092264_SD-2224**_05292023110806_80164647,Yes,SD-2224..
2373237,SPT,SD-2224DS,,876840012707,Compact,,,,,,,,203,,,3.1,,,No,,,,,01/20/2021,04/24/2018,"United States, Canada",ES_1084573_SD-2224DS_02032021124902_80068184,No,SD-2224DS
2373238,SPT,SD-2224DW,,876840012714,Compact,,,,,,,,203,,,3.1,,,No,,,,,01/20/2021,04/24/2018,"United States, Canada",ES_1084573_SD-2224DW_02032021124902_80068184,No,SD-2224DW
2361475,Summit,DW2436SS,,761101065977,Standard,,,,,,,,234,307.0,24.0,2.66,5.0,47.0,No,,,,,08/01/2020,06/10/2020,"United States, Canada",ES_92282_DW2436SS_06102020163727_7047338,Yes,DW2436SS
2305146,Sunbeam,DWSB3602G**,,817986022762;817986022779;817986022786,Compact,,,,,,,,203,,,3.1,,,No,,,,,10/20/2017,10/17/2017,"United States, Canada",ES_1030337_DWSB3602G**_10172017123055_70157405,No,DWSB3602G..
2305145,Sunbeam,DWSB3607**,,817986021932;817986021949,Compact,,,,,,,,203,,,3.1,,,No,,,,,10/20/2017,10/17/2017,"United States, Canada",ES_1030337_DWSB3607**_10172017123055_70157405,No,DWSB3607..
2406374,UNIQUE,UGP-24CR DW B,,680309002983,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,12/01/2022,12/29/2022,"United States, Canada",ES_1142812_UGP-24CR DW B_122920220511359_2225523,No,UGP-24CR DW B
2508299,UNIQUE,UGP-24CR DW B,,680309002983,Standard,24.0,27.4,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW B_061420230331788_5181842,Yes,UGP-24CR DW B
2406376,UNIQUE,UGP-24CR DW LG,,680309002990,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,12/01/2022,12/29/2022,"United States, Canada",ES_1142812_UGP-24CR DW LG_122920220512829_1480022,No,UGP-24CR DW LG
2508296,UNIQUE,UGP-24CR DW LG,,680309002990,Standard,24.0,27.4,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW LG_061420230332697_9184184,Yes,UGP-24CR DW LG
2406375,UNIQUE,UGP-24CR DW T,,680309003003,Standard,,,,,,,,249,307.0,19.0,3.5,5.0,30.0,No,,,,,12/01/2022,12/29/2022,"United States, Canada",ES_1142812_UGP-24CR DW T_122920220512716_8723578,No,UGP-24CR DW T
2508297,UNIQUE,UGP-24CR DW T,,680309003003,Standard,24.0,27.4,8.0,Yes,Stainless Steel,Heated Dry,None,240,307.0,22.0,3.2,5.0,36.0,No,,,,,05/18/2023,06/14/2023,"United States, Canada",ES_1142812_UGP-24CR DW T_061420230332187_2547350,Yes,UGP-24CR DW T
