Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4516(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAX52(3B),WTW5057L**,4.7,1.57,6.5,40.0,No,No,http://www.whirlpool.com/manuals,WTW5057L..
Inglis,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nMh54(3B),ITW4871F**,3.5,1.57,6.5,44.2,No,No,http://www.whirlpool.com/manuals,ITW4871F..
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nNu59(3B),VAW3584G**,3.5,1.57,6.5,45.4,No,No,http://www.whirlpool.com/manuals,VAW3584G..
Splendide,"Front-loading, standard (1.6 ft3 or greater capacity)",H20dRb40(3B),WDV2200XCD,1.8,1.84,4.7,31.8,No,No,http://www.whirlpool.com/manuals,WDV2200XCD
Splendide,"Front-loading, standard (1.6 ft3 or greater capacity)",H20cRb40(3B),WFL1300XC,1.8,1.84,4.7,31.5,No,No,http://www.whirlpool.com/manuals,WFL1300XC
AVANTI,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US,STW30D0W,3.0,1.57,6.5,36.9,No,No,https://www.avantiproducts.com,STW30D0W
AVANTI,"Top-loading, compact (less than 1.6 ft3 capacity)",XQB45-VAS101,CTW14X0W-IS,1.4,1.24,10.4,46.5,No,No,https://www.avantiproducts.com,CTW14X0W-IS
Avanti,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2404PS/01FM-US,SLTW37D0W,3.7,1.69,5.3,41.7,No,No,HTTPS://WWW.AVANTIPRODUCTS.COM,SLTW37D0W
LG SIGNATURE,"Top-loading, compact (less than 1.6 ft3 capacity)",LUWD1C*,LUWD1C*,0.7,1.15,12.0,38.2,No,No,http://www.lg.com/global/support/ftclabel,LUWD1C.
LG SIGNATURE,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM101H*A,LUWM101H*A,2.8,1.84,4.7,30.9,No,No,http://www.lg.com/global/support/ftclabel,LUWM101H.A
LG,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,WD205C*,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel,WD205C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT901C*+,WT901C*,3.3,1.57,6.5,41.1,No,No,http://www.lg.com/global/support/ftclabel,WT901C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1388H*,WM3499H*A,2.3,2.07,4.2,33.0,No,No,http://www.lg.com/global/support/ftclabel,WM3499H.A
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5680H*A,3146#41#,5.0,2.38,3.7,29.0,No,No,https://www.kenmore.com/energyguides,3146.41.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,4116####,4.3,2.85,2.9,28.7,No,No,https://www.kenmore.com/energyguides,4116....
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,4158####,4.5,2.83,2.9,28.1,No,No,https://www.kenmore.com/energyguides,4158....
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5270C*,3142#,4.9,2.76,3.5,32.3,No,No,https://www.kenmore.com/energyguides,3142.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,4116#,4.3,2.85,2.9,28.7,No,No,https://www.kenmore.com/energyguides,4116.
Kenmore,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,4130#,4.5,2.92,3.2,28.1,No,No,https://www.kenmore.com/energyguides,4130.
Kenmore,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,5199#,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel,5199.
LG SIGNATURE,"Top-loading, compact (less than 1.6 ft3 capacity)",UWD1C*,UWD1C*,0.7,1.16,11.9,40.7,No,No,http://www.lg.com/global/support/ftclabel,UWD1C.
LG,"Top-loading, compact (less than 1.6 ft3 capacity)",WD100C*,WD300C*,1.0,1.15,12.0,47.6,No,No,http://www.lg.com/global/support/ftclabel,WD300C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3050C*,WM3050C*,4.0,2.67,3.3,30.9,No,No,http://www.lg.com/global/support/ftclabel,WM3050C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",4116####,WM3170C*,4.3,2.85,2.9,28.7,No,No,http://www.lg.com/global/support/ftclabel,WM3170C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3370H*A,WM3370H*A,4.3,2.76,3.2,29.8,No,No,http://www.lg.com/global/support/ftclabel,WM3370H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3997H**,WM3997H**,4.2,2.4,3.7,30.2,No,No,http://www.lg.com/global/support/ftclabel,WM3997H..
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM4270H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel,WM4270H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT1701C*+,WT1701C*,4.9,2.76,3.5,31.3,No,No,http://www.lg.com/global/support/ftclabel,WT1701C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT4970C*,WT4970C*,4.5,2.06,4.3,35.0,No,No,http://www.lg.com/global/support/ftclabel,WT4970C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5270C*,WT5270C*,4.9,2.76,3.5,32.3,No,No,http://www.lg.com/global/support/ftclabel,WT5270C.
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT5480C*+,WT5480C*,5.0,2.76,3.5,31.3,No,No,http://www.lg.com/global/support/ftclabel,WT5480C.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM3770H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel,WM3770H.A
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3488H*,WM3488H*,2.3,2.07,4.2,33.4,No,No,http://www.lg.com/global/support/ftclabel,WM3488H.
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM4270H*A,WM4370H*A,4.5,2.92,3.2,28.1,No,No,http://www.lg.com/global/support/ftclabel,WM4370H.A
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT7005C*,WT7005C*,4.3,1.57,6.5,37.3,No,No,http://www.lg.com/global/support/ftclabel,WT7005C.
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MCSTCW20W5,313301681,2.1,1.91,6.1,34.1,No,No,https://images.thdstatic.com/catalog/pdfImages/24/24e61458-845c-4e64-b458-9580831c8787.pdf,313301681
Magic Chef,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,319067295,0.9,1.15,12.0,43.7,No,No,https://images.thdstatic.com/catalog/pdfImages/5f/5ffc25e4-99a1-43b6-905d-a12ca257173e.pdf,319067295
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WXR860WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5,WXR860WCS
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WXI860WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5,WXI860WCS
Miele,"Front-loading, standard (1.6 ft3 or greater capacity)",WWD160WCS,WWD160WCS,2.3,2.24,3.7,28.5,No,No,https://www.mieleusa.com/domestic/product-selection-of-washing-machines-1565.htm#5,WWD160WCS
Frigidaire,"Top-loading, standard (1.6 ft3 or greater capacity)",FFLE3900***,FLCE7523***,3.9,1.57,6.5,35.3,No,No,https://energyguide.electrolux-na.com/,FLCE7523...
INSIGNIA,"Top-loading, standard (1.6 ft3 or greater capacity)",NS-TWM41WH8A,NS-TWM41WH8A,4.1,1.57,6.5,35.3,No,No,https://www.bestbuy.com,NS-TWM41WH8A
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM065A1*,DWM065A1WDB-6,1.8,1.57,6.5,39.6,No,No,https://www.danby.com/en-us/product-resources/,DWM065A1WDB-6
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM055A1*,DWM055A1WDB-6,1.6,1.57,6.5,39.6,No,No,https://www.danby.com/en-us/product-resources/,DWM055A1WDB-6
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM12C1*,DWM12C1WDB-6,3.0,1.57,6.5,36.9,No,No,https://www.danby.com/en-us/product-resources/,DWM12C1WDB-6
Danby,"Top-loading, compact (less than 1.6 ft3 capacity)",DWM030WDB-6,DWM030WDB-6,0.9,1.15,12.0,44.0,No,No,https://www.danby.com/en-us/product-resources/,DWM030WDB-6
Danby,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,DWM120WDB-3,2.7,1.84,4.7,29.8,No,No,https://www.danby.com/en-us/product-resources/,DWM120WDB-3
/,"Top-loading, compact (less than 1.6 ft3 capacity)",XQB48-A879,,1.3,1.24,10.6,49.1,No,No,By annual report date,nan
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV180-A2404PS/01FM-US,MLTW41N1BWW,4.1,1.57,6.5,40.1,No,No,By annual report date,MLTW41N1BWW
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2402PS/01FM-US,MLTW37A1BWW,3.7,1.57,6.5,41.7,No,No,By annual report date,MLTW37A1BWW
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAD180-S2805PS/01FM-US13,CTW45N1AW,4.5,1.57,6.5,37.9,No,No,By annual report date,CTW45N1AW
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-A2801PS/01FM-US13,CTW45N2AW,4.5,1.57,6.5,36.7,No,No,By annual report date,CTW45N2AW
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBa50(3B),MVW5430P**,4.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVW5430P..
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,XUD27GSSM***,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--VsrOib48--/nkjue4yozjvhpywpnbl5.pdf,XUD27GSSM...
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",G38A_2_T,NTW3811*T***,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--AdYsHzhQ--/m6vzai3ednrpe3tllhlg.pdf,NTW3811.T...
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_T,XTW4214*T***,4.2,1.57,6.5,41.8,No,No,https://products-salsify.geappliances.com/image/upload/s--iS6S0Xq6--/mnyzin4koxnemsnkprnm.pdf,XTW4214.T...
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_TA,5TW4207*T***,4.2,1.57,6.5,38.2,No,No,https://products-salsify.geappliances.com/image/upload/s--Cq0uLYav--/xw4hp6npq4s4qkex2gt0.pdf,5TW4207.T...
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA47CG35**A*,WA47CG35**A*,4.7,1.57,6.5,40.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA47CG3500AV-us-energylabel.pdf,WA47CG35..A.
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA46CG3505A*,WA46CG3505A*,4.6,1.57,6.5,40.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA46CG3505AV-us-energylabel.pdf,WA46CG3505A.
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2804PS/01FM-US,MA500W41/W-PR,4.1,1.57,6.5,38.2,No,No,By annual report date,MA500W41/W-PR
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA53CG7555A*,WA53CG7555A*,5.3,2.3,3.8,37.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA53CG7555AV-us-energylabel.pdf,WA53CG7555A.
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,MH04W45/W-PR,4.5,1.84,4.7,24.9,No,No,By annual report date,MH04W45/W-PR
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBa52(3B),MVW5430M**,4.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVW5430M..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx520(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4855H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx520(3B),WTW4655J**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4655J..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV53(3B),MVW5035M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals,MVW5035M..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV53(3B),MVW4505M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals,MVW4505M..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh521(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh521(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy63(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals,WTW4850H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF61(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals,WTW6120H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V23sAx50(3B),WTW4957P**,3.8,1.57,6.5,45.9,No,No,http://www.whirlpool.com/manuals,WTW4957P..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22MAk40(3B),1CWTW4845E**,3.5,1.57,6.5,47.5,No,No,http://www.whirlpool.com/manuals,1CWTW4845E..
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G45A_2_V,GTW585B*V***,4.5,1.57,6.5,42.1,No,No,By annual report date,GTW585B.V...
BREDA,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM81400,739919,2.3,2.1,3.5,31.7,No,No,By annual report date,739919
BREDA,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM91400,739920,2.3,2.1,3.5,31.7,No,No,By annual report date,739920
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATGE9***118***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,ATGE9...118...
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATEE9***178T***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,ATEE9...178T...
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE****117***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,AFNE....117...
CROSLEY,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2804PS/01FM-US,CWM41104CX,4.1,1.57,6.5,38.2,No,No,By annual report date,CWM41104CX
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKHC142H*A,WKHC142H*A,2.9,1.84,4.7,30.3,No,No,http://www.lg.com/global/support/ftclabel,WKHC142H.A
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh521(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4516F..
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh521(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals,NTW4665G..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj521(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals,MVWC565F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx519(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4955H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx519(3B),WTW4655J**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals,WTW4655J..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV52(3B),MVW5035M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals,MVW5035M..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV52(3B),MVW4505M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals,MVW4505M..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh520(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4616F..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh520(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals,WTW4816F..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx517(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals,MVWC465H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WET4027H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WGTLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals,WETLV27H..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAW54(3B),WTW5010L**,4.6,1.57,6.5,40.1,No,No,http://www.whirlpool.com/manuals,WTW5010L..
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V22aBh51(3B),MVW6500M**,4.7,1.57,6.5,41.0,No,No,http://www.whirlpool.com/manuals,MVW6500M..
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAX56(3B),WTW5057L**,4.7,1.57,6.5,40.0,No,No,http://www.whirlpool.com/manuals,WTW5057L..
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vAA52(3B),WFW9620H**,5.0,1.84,4.7,26.4,No,No,http://www.whirlpool.com/manuals,WFW9620H..
Koolmore,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,FLC-3CWH,2.8,1.84,4.7,29.8,No,No,By annual report date,FLC-3CWH
Black+Decker,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,BCW27MW,2.8,1.84,4.7,29.8,No,No,By annual report date,BCW27MW
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,MCSCWD27W5,2.8,1.84,4.7,29.8,No,No,By annual report date,MCSCWD27W5
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,MCSCWD27S5,2.8,1.84,4.7,29.8,No,No,By annual report date,MCSCWD27S5
ELEMENT,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2402PS/01FM-US,ETW3725BW,3.7,1.57,6.5,41.7,No,No,By annual report date,ETW3725BW
ASKO,"Front-loading, standard (1.6 ft3 or greater capacity)",W4114C.T.U,W4114C.T.U,2.7,2.41,3.1,32.5,No,No,https://us.asko.com/laundry,W4114C.T.U
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WGA12400UC,WGA12400UC,2.1,2.47,3.7,27.8,No,No,https://www.bshenergyguide.com/EnergyGuide/Search,WGA12400UC
Helohome,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS50-1106PS/01M-US,HLT16W,1.6,1.57,6.5,34.5,No,No,By annual report date,HLT16W
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT6105C*,WT6105C*,4.1,1.57,6.5,40.6,No,No,http://www.lg.com/global/support/ftclabel,WT6105C.
RCA,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US-S1,RPW302-C,3.0,1.57,6.5,35.8,No,No,By annual report date,RPW302-C
RCA,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,RPW210-C,2.1,1.57,6.5,34.4,No,No,By annual report date,RPW210-C
Panda,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,PAN50SWF2,1.7,1.57,6.5,33.1,No,No,By annual report date,PAN50SWF2
Panda,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,PAN30SW,0.9,1.15,12.0,43.7,No,No,By annual report date,PAN30SW
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,MCSTCW17W5,1.7,1.57,6.5,33.1,No,No,By annual report date,MCSTCW17W5
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,MCSTCW17G5,1.7,1.57,6.5,33.1,No,No,By annual report date,MCSTCW17G5
BLACK+DECKER,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,BPWM20W,2.1,1.57,6.5,34.4,No,No,By annual report date,BPWM20W
Comfee,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-P0501P/01-US,CL09N1A**,0.9,1.15,12.0,43.4,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/,CL09N1A..
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS50-1106PS/01M-US,CLV16N2A**,1.6,1.57,6.5,34.9,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/,CLV16N2A..
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US,CLV30N4A**,3.0,1.57,6.5,36.8,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/,CLV30N4A..
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAD160-S2806PS/01FM-US13,CTW41N1AW,4.1,1.57,6.5,38.4,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/4510136EnergyGuide.pdf,CTW41N1AW
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-S2801PS/01FM-US,MLV45N3BMG,4.5,1.57,6.5,38.0,No,No,https://us.midea.com/category/Laundry/Washers,MLV45N3BMG
Comfee,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,CLC27N3AWW,2.7,1.84,4.7,30.0,No,No,https://m.media-amazon.com/images/I/71rtj6u1W7L.pdf,CLC27N3AWW
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAL80-1104CLPS/01M-US,CLV18N1A**,1.8,1.57,6.5,32.2,No,No,https://m.media-amazon.com/images/I/D1rXOGkSSHL.pdf,CLV18N1A..
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAL100-504CLPS/01M-US,CLV24N2A**,2.4,1.57,6.5,35.6,No,No,https://www.amazon.com/COMFEE-Portable-Lavadora-Environmentally-Apartment/dp/B09W5PMK5X?th=1,CLV24N2A..
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE9***117T***,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,AFNE9...117T...
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATGE9***117T***,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,ATGE9...117T...
Alliance,"Top-loading, standard (1.6 ft3 or greater capacity)",R22,FWN6ZR**116T***,3.2,1.57,6.5,45.0,No,No,https://speedqueen.com/wp-content/uploads/2021/09/205229R1-art.pdf,FWN6ZR..116T...
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R18,AWNE9R**116+,3.2,1.57,6.5,36.4,No,No,https://speedqueen.com/wp-content/uploads/2021/09/1632246704_c9b7b8_204944art.pdf,AWNE9R..116+
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE****116+,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,AFNE....116+
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATEE****176+,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf,ATEE....176+
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUV27ESSM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GUV27ESSM...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27GSSM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GUD27GSSM...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27GSPM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GUD27GSPM...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27ESPM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GUD27ESPM...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M23A_2_M,GUD24GSSM***,2.3,1.57,6.5,40.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GUD24GSSM...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_TA,GTW525A*P***,4.2,1.57,6.5,38.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW525A.P...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_P,GTW525A*P***,4.2,1.57,6.5,40.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW525A.P...
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ3WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW490ACJ3WW
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ2WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm,GTW490ACJ2WW
