Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
INSIGNIA,"Top-loading, standard (1.6 ft3 or greater capacity)",NS-TWM41WH8A,NS-TWM41WH8A,4.1,1.57,6.5,35.3,No,No,https://www.bestbuy.com
INSIGNIA,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1321DS/C14E-US,NS-FWM27W1,2.8,1.84,4.7,26.0,No,No,https://www.bestbuy.com
INSIGNIA,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1302DS/F01E-BBY,NS-FWM45W3,4.5,2.76,3.2,26.3,No,No,https://www.bestbuy.com
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM065A1*,DWM065A1WDB-6,1.8,1.57,6.5,39.6,No,No,https://www.danby.com/en-us/product-resources/
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM055A1*,DWM055A1WDB-6,1.6,1.57,6.5,39.6,No,No,https://www.danby.com/en-us/product-resources/
Danby,"Top-loading, standard (1.6 ft3 or greater capacity)",DWM12C1*,DWM12C1WDB-6,3.0,1.57,6.5,36.9,No,No,https://www.danby.com/en-us/product-resources/
Danby,"Top-loading, compact (less than 1.6 ft3 capacity)",DWM030WDB-6,DWM030WDB-6,0.9,1.15,12.0,44.0,No,No,https://www.danby.com/en-us/product-resources/
Danby,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,DWM120WDB-3,2.7,1.84,4.7,29.8,No,No,https://www.danby.com/en-us/product-resources/
Hamilton Beach,"Front-loading, standard (1.6 ft3 or greater capacity)",WM1462,HBFW3205,2.2,2.07,4.2,30.0,No,No,https://www.curtis-hamilton.com/
"/","Top-loading, compact (less than 1.6 ft3 capacity)",XQB48-A879,N/A,1.3,1.24,10.6,49.1,No,No,By annual report date
Insignia,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1302DS/F01E-BBY,NS-FWM45W3,4.5,2.76,3.2,26.3,No,No,By annual report date
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H46F_4_V,GFW510S*V***,4.6,2.76,3.0,26.3,No,No,By annual report date
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV180-A2404PS/01FM-US,MLTW41N1BWW,4.1,1.57,6.5,40.1,No,No,By annual report date
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2402PS/01FM-US,MLTW37A1BWW,3.7,1.57,6.5,41.7,No,No,By annual report date
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAD180-S2805PS/01FM-US13,CTW45N1AW,4.5,1.57,6.5,37.9,No,No,By annual report date
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-A2801PS/01FM-US13,CTW45N2AW,4.5,1.57,6.5,36.7,No,No,By annual report date
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBa50(3B),MVW5430P**,4.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Danby,"Front-loading, standard (1.6 ft3 or greater capacity)",DWM022D1WDB,DWM022D1WDB,2.2,2.07,4.2,29.0,No,No,https://www.danby.com/en-us/product-resources/
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,XUD27GSSM***,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--VsrOib48--/nkjue4yozjvhpywpnbl5.pdf
Conservator,"Top-loading, standard (1.6 ft3 or greater capacity)",G38A_2_T,NTW3811*T***,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--AdYsHzhQ--/m6vzai3ednrpe3tllhlg.pdf
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_T,XTW4214*T***,4.2,1.57,6.5,41.8,No,No,https://products-salsify.geappliances.com/image/upload/s--iS6S0Xq6--/mnyzin4koxnemsnkprnm.pdf
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",G45A_2_L,YTW4514*N***,4.5,2.06,4.3,36.2,No,No,https://products-salsify.geappliances.com/image/upload/s--qDwxX-BP--/u15wppiukf6mxsztmupb.pdf
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_TA,5TW4207*T***,4.2,1.57,6.5,38.2,No,No,https://products-salsify.geappliances.com/image/upload/s--Cq0uLYav--/xw4hp6npq4s4qkex2gt0.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA47CG35**A*,WA47CG35**A*,4.7,1.57,6.5,40.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA47CG3500AV-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA46CG3505A*,WA46CG3505A*,4.6,1.57,6.5,40.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA46CG3505AV-us-energylabel.pdf
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2804PS/01FM-US,MA500W41/W-PR,4.1,1.57,6.5,38.2,No,No,By annual report date
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54CG715*A*,WA54CG715*A*,5.4,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA54CG7150AD-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA53CG7555A*,WA53CG7555A*,5.3,2.3,3.8,37.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA53CG7555AV-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA53CG7155A*,WA53CG7155A*,5.3,2.3,3.8,37.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA53CG7155AD-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54CG7105A*,WA54CG7105A*,5.4,2.3,3.8,37.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA54CG7105AD-us-energylabel.pdf
Criterion,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,CFW45N1AW,4.5,2.76,3.2,28.0,No,No,By annual report date
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,MH04W45/W-PR,4.5,1.84,4.7,24.9,No,No,By annual report date
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBa52(3B),MVW5430M**,4.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx520(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx520(3B),WTW4655J**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe57(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV53(3B),MVW5035M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV53(3B),MVW4505M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh521(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh521(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy63(3B),WTW4850H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF61(3B),WTW6120H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBE60(3B),MVW7230H**,5.2,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zBG61(3B),MVW7232H**,5.3,2.06,4.3,33.9,No,No,http://www.whirlpool.com/manuals
ELEMENT,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1302DS/F01E-US,EFL4527BW,4.6,2.76,3.2,26.9,No,No,By annual report date
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V23sAx50(3B),WTW4957P**,3.8,1.57,6.5,45.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22aAf50(3B),WTW6150P**,5.3,2.06,4.3,34.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V23aAf50(3B),WTW6157P**,5.3,2.06,4.3,33.1,No,No,http://www.whirlpool.com/manuals
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M39I_2_V,GUD27EE*V***,3.9,2.06,4.3,36.7,No,No,By annual report date
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22MAk40(3B),1CWTW4845E**,3.5,1.57,6.5,47.5,No,No,http://www.whirlpool.com/manuals
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G45A_2_V,GTW585B*V***,4.5,1.57,6.5,42.1,No,No,By annual report date
BREDA,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM81400,739919,2.3,2.1,3.5,31.7,No,No,By annual report date
BREDA,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM91400,739920,2.3,2.1,3.5,31.7,No,No,By annual report date
Magic Chef,"Front-loading, standard (1.6 ft3 or greater capacity)",MCSFLW24W1,MCSFLW24W1,2.2,2.07,4.2,30.0,No,No,By annual report date
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATGE9***118***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATEE9***178T***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE****117***,3.5,2.38,3.7,35.0,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
CROSLEY,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2804PS/01FM-US,CWM41104CX,4.1,1.57,6.5,38.2,No,No,By annual report date
Equator Advanced Appliances,"Front-loading, standard (1.6 ft3 or greater capacity)",CW 2240 W,CW 2240 W,2.2,2.07,4.2,30.0,No,No,By annual report date
Equator Advanced Appliances,"Front-loading, standard (1.6 ft3 or greater capacity)",CW 2240 B,CW 2240 B,2.2,2.07,4.2,30.0,No,No,By annual report date
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKHC142H*A,WKHC142H*A,2.9,1.84,4.7,30.3,No,No,http://www.lg.com/global/support/ftclabel
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh521(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh521(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17pBj521(3B),MVWC565F**,4.2,1.57,6.5,46.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx519(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx519(3B),WTW4655J**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V21zAe56(3B),WTW8127L**,5.2,2.06,4.3,34.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA754(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB854(3B),MHW5630H**,4.5,2.76,3.2,27.5,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV52(3B),MVW5035M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V21aBV52(3B),MVW4505M**,4.5,1.57,6.5,39.7,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh520(3B),WTW4616F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nAh520(3B),WTW4816F**,3.5,1.57,6.5,45.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sBx517(3B),MVWC465H**,3.8,1.57,6.5,39.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WET4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WGTLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WETLV27H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gA852(3B),WFW5605M**,4.5,2.76,3.2,28.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vB950(3B),MHW6630H**,4.8,2.76,3.2,27.1,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAW54(3B),WTW5010L**,4.6,1.57,6.5,40.1,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V22aBh51(3B),MVW6500M**,4.7,1.57,6.5,41.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAX56(3B),WTW5057L**,4.7,1.57,6.5,40.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vAA52(3B),WFW9620H**,5.0,1.84,4.7,26.4,No,No,http://www.whirlpool.com/manuals
KOOLMORE,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1302DS/F01E-US,FLW-5CWH,4.6,2.76,3.2,26.9,No,No,By annual report date
Koolmore,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,FLC-3CWH,2.8,1.84,4.7,29.8,No,No,By annual report date
Black+Decker,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,BCW27MW,2.8,1.84,4.7,29.8,No,No,By annual report date
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,MCSFLW27W,2.7,2.76,3.2,23.9,No,No,By annual report date
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,MCSCWD27W5,2.8,1.84,4.7,29.8,No,No,By annual report date
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,MCSCWD27S5,2.8,1.84,4.7,29.8,No,No,By annual report date
ELEMENT,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2402PS/01FM-US,ETW3725BW,3.7,1.57,6.5,41.7,No,No,By annual report date
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,SWWE50*3,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,WKGX301H*A,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel
ASKO,"Front-loading, standard (1.6 ft3 or greater capacity)",W4114C.T.U,W4114C.T.U,2.7,2.41,3.1,32.5,No,No,https://us.asko.com/laundry
ASKO,"Front-loading, standard (1.6 ft3 or greater capacity)",W2084.W.U,W2084.W.U,2.0,2.31,2.9,31.9,No,No,https://us.asko.com/laundry
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM3470C*,WM3470C*,5.0,2.92,2.9,27.8,No,No,http://www.lg.com/global/support/ftclabel
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WGA12400UC,WGA12400UC,2.1,2.47,3.7,27.8,No,No,https://www.bshenergyguide.com/EnergyGuide/Search
Helohome,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS50-1106PS/01M-US,HLT16W,1.6,1.57,6.5,34.5,No,No,By annual report date
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC100-U1407BS/C14E-US,MLH25N7BWW,2.5,2.76,3.2,25.2,No,No,https://www.midea.com/us/laundry/front-load-washers/24--front-load-washer
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM5500H*A,WM5500H*A,4.5,2.92,3.0,27.8,No,No,http://www.lg.com/global/support/ftclabel
LG,"Top-loading, standard (1.6 ft3 or greater capacity)",WT6105C*,WT6105C*,4.1,1.57,6.5,40.6,No,No,http://www.lg.com/global/support/ftclabel
Fisher & Paykel,"Front-loading, standard (1.6 ft3 or greater capacity)",WH2424F1,WH2424**,2.4,2.09,2.8,32.2,No,No,By annual report date
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM6500H*A,WM6500H*A,5.0,2.92,3.0,28.2,No,No,http://www.lg.com/global/support/ftclabel
RCA,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US-S1,RPW302-C,3.0,1.57,6.5,35.8,No,No,By annual report date
RCA,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,RPW210-C,2.1,1.57,6.5,34.4,No,No,By annual report date
Panda,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,PAN50SWF2,1.7,1.57,6.5,33.1,No,No,By annual report date
Panda,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,PAN30SW,0.9,1.15,12.0,43.7,No,No,By annual report date
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,MCSTCW17W5,1.7,1.57,6.5,33.1,No,No,By annual report date
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,MCSTCW17G5,1.7,1.57,6.5,33.1,No,No,By annual report date
BLACK+DECKER,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,BPWM20W,2.1,1.57,6.5,34.4,No,No,By annual report date
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH210-G1301DS/F01E-US13,MLH52S7AWW,5.2,2.92,3.2,26.0,No,No,https://us.midea.com/category/Laundry/Washers
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH210-G1301DS/F01E-US13,MLH52S7AGS,5.2,2.92,3.2,26.0,No,No,https://us.midea.com/category/Laundry/Washers
Comfee,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-P0501P/01-US,CL09N1A**,0.9,1.15,12.0,43.4,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS50-1106PS/01M-US,CLV16N2A**,1.6,1.57,6.5,34.9,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US,CLV30N4A**,3.0,1.57,6.5,36.8,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/
Criterion,"Top-loading, standard (1.6 ft3 or greater capacity)",MAD160-S2806PS/01FM-US13,CTW41N1AW,4.1,1.57,6.5,38.4,No,No,https://hw.menardc.com/main/items/media/MIDEA003/Energy_Guide_Label/4510136EnergyGuide.pdf
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-S2801PS/01FM-US,MLV45N3BMG,4.5,1.57,6.5,38.0,No,No,https://us.midea.com/category/Laundry/Washers
Comfee,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,CLC27N3AWW,2.7,1.84,4.7,30.0,No,No,https://m.media-amazon.com/images/I/71rtj6u1W7L.pdf
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAL80-1104CLPS/01M-US,CLV18N1A**,1.8,1.57,6.5,32.2,No,No,https://m.media-amazon.com/images/I/D1rXOGkSSHL.pdf
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAL100-504CLPS/01M-US,CLV24N2A**,2.4,1.57,6.5,35.6,No,No,https://www.amazon.com/COMFEE-Portable-Lavadora-Environmentally-Apartment/dp/B09W5PMK5X?th=1
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE9***117T***,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATGE9***117T***,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Alliance,"Top-loading, standard (1.6 ft3 or greater capacity)",R22,FWN6ZR**116T***,3.2,1.57,6.5,45.0,No,No,https://speedqueen.com/wp-content/uploads/2021/09/205229R1-art.pdf
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R18,AWNE9R**116+,3.2,1.57,6.5,36.4,No,No,https://speedqueen.com/wp-content/uploads/2021/09/1632246704_c9b7b8_204944art.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,AFNE****116+,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATEE****176+,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
WINIA,"Top-loading, standard (1.6 ft3 or greater capacity)",WTP4521W,WTP45***,4.4,2.44,3.6,34.6,No,No,http://daewooelecusa.com/energy-guide
Kenmore,"Top-loading, standard (1.6 ft3 or greater capacity)",29142,2914*,4.4,2.44,3.6,34.6,No,No,http://daewooelecusa.com/energy-guide
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G53A_2_T,PTW905B*T***,5.3,2.06,4.3,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G53A_2_T,PTW705B*T***,5.3,2.06,4.3,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,"Front-loading, standard (1.6 ft3 or greater capacity)",H53F_4_T,PFW950S*T***,5.3,2.76,3.0,29.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUV27ESSM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27GSSM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27GSPM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M39I_2_N,GUD27GE*N***,3.9,2.06,4.3,35.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27ESPM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M39I_2_N,GUD27EE*N***,3.9,2.06,4.3,35.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M23A_2_M,GUD24GSSM***,2.3,1.57,6.5,40.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G52I_2_N,GTW840C*N***,5.2,2.06,4.3,37.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G46A_2_N,GTW725B*N***,4.6,2.06,4.3,35.6,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
