Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Capacity__Cubic_Feet__d,Integrated_Modified_Energy_Factor__cubic_feet_per_kilowatt_hour_per_cycle__d,Integrated_Water_Factor__gallons_per_cycle_per_cubic_foot__d,Corrected_Remaining_Moisture_Content_____d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50M74**A*,WA50M74**A*,5.0,2.06,4.3,42.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50m7450aw-a4-energylabel-v4.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA52M77**A*,WA52M77**A*,5.2,2.06,4.3,40.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa52m7750av-a4-energylabel-v2.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45N53**A*,WF45N53**A*,4.5,3.0,2.9,29.5,No,No,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45n5300av-us-energylabel.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WW22N685*Q*,WW22N685*Q*,2.2,2.25,3.7,31.2,No,No,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-ww22n6850qx-a2-energylabel-v1.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA45N71**A*,WA45N71**A*,4.5,2.06,4.3,41.2,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa45n7150aw-a4-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50N73**A*,WA50N73**A*,5.0,2.06,4.3,42.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50n7350aw-a4-energylabel.pdf
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50R85**A*,WF50R85**A*,5.0,2.92,2.9,29.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50r8500aw-us-energylabel.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54R76**A*,WA54R76**A*,5.4,2.06,4.3,37.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54r7600aw-us-energylabel.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54R72**A*,WA54R72**A*,5.4,2.06,4.3,36.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54r7200aw-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R52**A*,WA50R52**A*,5.0,2.06,4.3,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5200aw-us-energylabel.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R61**A*,WF45R61**A*,4.5,2.92,2.9,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6100aw-us-energylabel.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45R63**A*,WF45R63**A*,4.5,2.92,2.9,30.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45r6300aw-us-energylabel.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45T60**A*,WF45T60**A*,4.5,2.95,2.9,28.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45t6000aw-us-energylabel.pdf
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2402PS/01FM-US,MLTW37N1BWW,3.7,1.57,6.5,41.7,No,No,By annual report date
Crosley,"Front-loading, standard (1.6 ft3 or greater capacity)",L45F_4_M,YFW450S*M***,4.5,2.76,3.2,27.1,No,No,https://products-salsify.geappliances.com/image/upload/s--3Sw7cUHV--/umz0ixhtnyhdfandi3tu.pdf
Mabe,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,CLME71214BAT0,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--xsLklAj---/nqmbntzyezvfiq6jhqdv.pdf
Crosley,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,XUD27ESSM***,3.8,1.57,6.5,38.1,No,No,https://products-salsify.geappliances.com/image/upload/s--VsrOib48--/nkjue4yozjvhpywpnbl5.pdf
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H50F_4_V,GFW655S*V***,5.0,2.76,3.0,29.4,No,No,By annual report date
ELEMENT,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2401PS/01FM-US,EATW2537CW,3.7,1.57,6.5,35.8,No,No,By annual report date
Commercial Care,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,CC09PWM,0.9,1.15,12.0,39.0,No,No,By annual report date
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V23aBn50(3B),MVW5435P**,4.7,1.57,6.5,40.1,No,No,http://www.whirlpool.com/manuals
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA55CG75**A*,WA55CG75**A*,5.5,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA55CG7500AV-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA55CG71**A*,WA55CG71**A*,5.5,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA55CG7100AD-us-energylabel.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54CG755*A*,WA54CG755*A*,5.4,2.3,3.8,36.9,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-WA54CG7550AV-us-energylabel.pdf
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WM5500H*A,WM5700H*A,4.5,2.92,3.0,27.8,No,No,http://www.lg.com/global/support/ftclabel
WL,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV180-A2804PS/01FM-US,WLTWV04A,4.5,1.57,6.5,40.2,No,No,By annual report date
Urban Living,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,UBLTCW09W,0.9,1.15,12.0,39.0,No,No,By annual report date
Fulgor Milano,"Front-loading, standard (1.6 ft3 or greater capacity)",FM4WM24W1,FM4WM24W1,2.2,2.07,4.2,30.0,No,No,By annual report date
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh522(3B),NTW4516F**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V17nDh522(3B),NTW4665G**,3.5,1.57,6.5,44.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx520(3B),WTW4955H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H18vA755(3B),WFW560CH**,4.3,2.76,3.2,27.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gA853(3B),WFW5605M**,4.5,2.76,3.2,28.7,No,No,http://www.whirlpool.com/manuals
Maytag,"Top-loading, standard (1.6 ft3 or greater capacity)",V22aBh52(3B),MVW6500M**,4.7,1.57,6.5,41.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V20aAX57(3B),WTW5057L**,4.7,1.57,6.5,40.0,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17wAy63(3B),WTW4950H**,3.9,1.57,6.5,40.4,No,No,http://www.whirlpool.com/manuals
Amana,"Top-loading, standard (1.6 ft3 or greater capacity)",V19sDx54(3B),NTW4519J**,3.8,1.57,6.5,40.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAD60(3B),WTW5105H**,4.7,1.57,6.5,41.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V19zAF61(3B),WTW5100H**,4.8,1.57,6.5,41.1,No,No,http://www.whirlpool.com/manuals
Criterion,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,CFW45N1AW,4.5,2.76,3.2,24.9,No,No,By annual report date
ELEMENT,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,EFL2724BW,2.7,2.76,3.2,23.9,No,No,By annual report date
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22MAj40(3B),1CWTW4815E**,3.5,1.57,6.5,46.5,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V22MAm40(3B),1CWTW4705G**,3.5,1.57,6.5,46.7,No,No,http://www.whirlpool.com/manuals
"/","Top-loading, compact (less than 1.6 ft3 capacity)",FP10244US-YE,FP10244US-YE,0.8,1.16,9.4,43.1,No,No,By annual report date
"/","Top-loading, compact (less than 1.6 ft3 capacity)",FP10244US-BL,FP10244US-BL,0.8,1.16,9.4,43.1,No,No,By annual report date
"/","Top-loading, compact (less than 1.6 ft3 capacity)",FP10244US-WH,FP10244US-WH,0.8,1.16,9.4,43.1,No,No,By annual report date
GE Profile,"Front-loading, standard (1.6 ft3 or greater capacity)",H48F_4_V,PFQ97HS*V***,4.8,2.76,3.0,27.3,No,No,By annual report date
BREDA,"Front-loading, standard (1.6 ft3 or greater capacity)",LUWM71200,739918,1.9,2.08,3.5,34.6,No,No,By annual report date
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17sAx519(3B),WTW4855H**,3.8,1.57,6.5,30.9,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H22gAA52(3B),WFW6605M**,5.0,2.76,3.2,28.4,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Top-loading, standard (1.6 ft3 or greater capacity)",V17mA4519(3B),WGT4027H**,3.5,1.57,6.5,44.8,No,No,http://www.whirlpool.com/manuals
Whirlpool,"Front-loading, standard (1.6 ft3 or greater capacity)",H186AA55(3B),WFW8620H**,5.0,1.84,4.7,26.9,No,No,http://www.whirlpool.com/manuals
KOOLMORE,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,FLW-3CWH,2.7,2.76,3.2,23.9,No,No,By annual report date
RCA,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,RWD270-6COM,2.8,1.84,4.7,29.8,No,No,By annual report date
Black Decker,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-U1421BS/C14E-US,BFLW27MW,2.7,2.76,3.2,23.9,No,No,By annual report date
MAGIC CHEF,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,MCSCWD27G5,2.8,1.84,4.7,29.8,No,No,By annual report date
Element,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV160-A2804PS/01FM-US,ENW1084TXBW,4.1,1.57,6.5,38.2,No,No,By annual report date
ELEMENT,"Top-loading, standard (1.6 ft3 or greater capacity)",MAV180-A2804PS/01FM-US,ETW4527BW,4.5,1.57,6.5,40.2,No,No,By annual report date
VMX,"Front-loading, standard (1.6 ft3 or greater capacity)",MFC120-DU1421BS/C14E-US,VFC120-DU1321DS,2.8,1.84,4.7,29.8,No,No,By annual report date
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,SWWG50*3,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel
LG,"Front-loading, standard (1.6 ft3 or greater capacity)",WKEX300H*A,WKEX300H*A,5.0,2.92,2.9,28.0,No,No,http://www.lg.com/global/support/ftclabel
ASKO,"Front-loading, standard (1.6 ft3 or greater capacity)",W4114C.W.U,W4114C.W.U,2.7,2.41,3.1,32.5,No,No,https://us.asko.com/laundry
ASKO,"Front-loading, standard (1.6 ft3 or greater capacity)",W6124X.W.U,W6124X.W.U,2.7,2.41,3.1,32.4,No,No,https://us.asko.com/laundry
RCA,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,RPW160-C,1.7,1.57,6.5,33.1,No,No,By annual report date
RCA,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,RPW091-B,0.9,1.15,12.0,43.7,No,No,By annual report date
Magic Chef,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,MCSTCW09W2,0.9,1.15,12.0,43.7,No,No,By annual report date
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,MCSTCW20W6,2.0,1.57,6.5,34.4,No,No,By annual report date
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS80-506PS/01M-US,MCSTCW20G6,2.0,1.57,6.5,34.4,No,No,By annual report date
Magic Chef,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US-S1,MCSTCW30W5,3.0,1.57,6.5,35.8,No,No,By annual report date
BLACK+DECKER,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-0301P/01M-US,BPWM09W,0.9,1.15,12.0,43.7,No,No,By annual report date
BLACK+DECKER,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-1106PS/01M-US,BPWM16W,1.7,1.57,6.5,33.1,No,No,By annual report date
BLACK+DECKER,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS120-2006PS/01M-US-S1,BPW30MW,3.0,1.57,6.5,35.8,No,No,By annual report date
Midea,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-P0501P/01-US,MAR30-P0501GP,0.9,1.15,12.0,43.4,No,No,https://us.midea.com/product/Laundry/Washers/Midea-0.9-Cu.ft-Portable-Washer-White-Color
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAD160-A2806PS/01FM-US13,MLV41N1AWW,4.1,1.57,6.5,36.3,No,No,https://us.midea.com/product/Laundry/Washers/4.1-Cu.-Ft.-Top-Load-Impeller-Washer-White-MLV41N1AWW
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAS70-505PS/01M-US,CLV20N3A**,2.0,1.57,6.5,34.4,No,No,http://us.comfeeappliance.com/products/comfee/Laundry/
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-A2801PS/01FM-US,MLV45N1BWW,4.5,1.57,6.5,40.0,No,No,https://www.midea.com/us/Laundry/Top-Load-Washers/4.5-Cu.-Ft.-Capacity-Top-Load-Washer-White-MLV45N1BWW
Midea,"Top-loading, standard (1.6 ft3 or greater capacity)",MAH180-S2801PS/01FM-US,MLV45N3BWW,4.5,1.57,6.5,38.0,No,No,https://us.midea.com/category/Laundry/Washers
Midea,"Front-loading, standard (1.6 ft3 or greater capacity)",MFH180-G1304DS/F01E-US,MLH45N1AWW,4.5,2.76,3.2,28.0,No,No,https://us.midea.com/category/Laundry/Washers
Comfee,"Top-loading, standard (1.6 ft3 or greater capacity)",MAC70-1106CLPS/01M-US,CLV16N2A**,1.7,1.57,6.5,30.0,No,No,https://www.amazon.com/COMFEE-Portable-Capacity-Automatic-Apartments/dp/B08NX7GLFQ
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATEE9***177T***,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R21,LWN6ZR**116T***,3.2,2.06,4.3,39.0,No,No,https://speedqueen.com/wp-content/uploads/2021/09/205219R1-art.pdf
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R20,AWN43R**116+,3.2,1.57,6.5,36.4,No,No,https://speedqueen.com/wp-content/uploads/2021/09/1632246701_2bae26_204946art.pdf
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R19,AWN63R**116+,3.2,1.57,6.5,36.4,No,No,https://speedqueen.com/wp-content/uploads/2021/09/1632246700_804bad_204945art.pdf
Speed Queen,"Front-loading, standard (1.6 ft3 or greater capacity)",R17,ATGE****116+,3.4,2.38,3.7,35.2,No,No,https://speedqueen.com/wp-content/uploads/2019/04/FLW_EnergyGuide-1.pdf
Speed Queen,"Top-loading, standard (1.6 ft3 or greater capacity)",R16,AWN632**116+,3.2,1.57,6.5,46.3,No,No,https://speedqueen.com/wp-content/uploads/2019/01/TC5-Energy-Guide.pdf
hOme,"Top-loading, compact (less than 1.6 ft3 capacity)",MAR30-P0501P/01-US,HME030238N,0.9,1.15,12.0,44.0,No,No,https://m.media-amazon.com/images/I/71yQleKFdnL.pdf
Haier,"Front-loading, standard (1.6 ft3 or greater capacity)",H24F_4_N,QFW150S*N***,2.4,2.07,4.2,29.3,No,No,https://www.haieramerica.com/find-products//
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G54I_2_T,PTW900B*T***,5.4,2.06,4.3,37.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G54I_2_T,PTW700B*T***,5.4,2.06,4.3,37.9,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G49A_2_R,PTW605B*R***,4.9,2.06,4.3,37.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE Profile,"Top-loading, standard (1.6 ft3 or greater capacity)",G50I_2_R,PTW600B*R***,5.0,2.06,4.3,37.5,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M38A_2_M,GUD27ESSM***,3.8,1.57,6.5,38.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",M23A_2_M,GUD24ESSM***,2.3,1.57,6.5,40.3,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G50A_2_N,GTW845C*N***,5.0,2.06,4.3,36.0,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G45A_2_L,GTW685B*L***,4.5,2.06,4.3,36.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G46I_2_P,GTW540A*P***,4.6,2.06,4.3,36.2,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ6WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ5WS,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ4WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ1WW,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G44I_2_J,GTW490ACJ1WS,4.4,2.07,4.1,37.7,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Top-loading, standard (1.6 ft3 or greater capacity)",G42A_2_N,GTW335A*N***,4.2,1.57,6.5,40.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H50F_4_N,GFW850S*N***,5.0,2.76,3.0,27.8,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
GE,"Front-loading, standard (1.6 ft3 or greater capacity)",H48F_4_NA,GFW650S*N***,4.8,2.76,3.0,27.1,No,No,https://www.geappliances.com/ge/service-and-support/literature.htm
"Equator, Pinnacle, Deco, Triton, Majestic, Sekido, Meridian, Galaxy, Conserv, Arbreau, Morris","Front-loading, standard (1.6 ft3 or greater capacity)","XQG80-95912G, XQG80- 95912GZ, 5500, XQG80- 95912, 835","EW 835, 18-835, DC 835",1.9,1.86,4.0,40.1,No,No,https://drive.google.com/file/d/1awrn0PBvGlpTSbaIbHDVxboYXqmovbSv/view
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WAT28400UC,WAT28400UC,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WAT28402UC,WAT28401UC,2.2,2.22,3.6,30.0,No,No,http://www.bshenergyguides.com/EnergyGuide/Search
Bosch,"Front-loading, standard (1.6 ft3 or greater capacity)",WAW285H1UC,WAW285H1UC,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf
Gaggenau,"Front-loading, standard (1.6 ft3 or greater capacity)",WAW285H2UC,WM262700,2.2,2.2,3.7,31.0,No,No,http://media3.bosch-home.com/Documents/16150785_8001203800_Washer_Energy_label.pdf
Blomberg,"Front-loading, standard (1.6 ft3 or greater capacity)",WM72200W,WM72200W,1.9,2.07,3.7,31.2,No,No,https://www.blombergappliances.com/media/documents/energy_label/compact_laundry/WM72200W_ENERGY_LABEL_1_US.pdf
Blomberg,"Front-loading, standard (1.6 ft3 or greater capacity)",WFTV10733XC,WM98220SX*,2.3,2.1,3.8,32.0,No,No,By annual report date
Beko,"Front-loading, standard (1.6 ft3 or greater capacity)",WMY10148C2,WMY10148C2,2.5,2.29,3.6,30.8,No,No,https://www.beko.com/content/dam/united-states-us-aem/united-states-us-aemProductCatalog/product-documents/7159441200-WMY10148C2/en-US-7159441200-202008182154831-ENERGY-LABEL-1en-US.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA45H70**A*,WA45H70**A*,4.5,2.06,3.8,40.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa45h7000aw-a2-energylabel-v2.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA48H74**A*,WA48H74**A*,4.8,2.21,3.9,36.4,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa48h7400ap-a2-energylabel-v1.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA52J870*A*,WA52J870*A*,5.2,2.28,3.8,35.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa52j8700aw-a2-energylabel-v1.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA48J770*A*,WA48J770*A*,4.8,2.29,3.9,36.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa48j7700aw-a2-energylabel-v1.pdf
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WW22K680*A*,WW22K680*A*,2.2,2.25,4.0,29.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-ww22k6800aw-a2-energylabel-v4.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50K86**A*,WA50K86**A*,5.0,2.38,3.7,36.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50k8600aw-a2-energylabel-v1.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA45K76**A*,WA45K76**A*,4.5,2.06,4.3,40.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa45k7600aw-a2-energylabel-v1.pdf
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF45K65**A*,WF45K65**A*,4.5,2.8,3.0,30.4,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf45k6500aw-a2-energylabel-v2.pdf
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WF50K75**A*,WF50K75**A*,5.0,2.92,2.9,29.6,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf50k7500av-a2-energylabel-v4.pdf
SAMSUNG,"Top-loading, compact (less than 1.6 ft3 capacity)",WV55M96**A*-U,WV55M96**A*-U,1.0,1.15,12.0,44.6,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wv55m9600av-a5-energylabel-v2.pdf
SAMSUNG,"Front-loading, standard (1.6 ft3 or greater capacity)",WV60M99**A*-L,WV60M99**A*-L,5.0,2.92,2.9,29.7,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wv60m9900av-a5-energylabel-v3.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA45M70**A*,WA45M70**A*,4.5,2.06,4.3,40.1,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa45m7050aw-a4-energylabel-v2.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA52M86**A*,WA52M86**A*,5.2,2.06,4.3,42.4,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa52m8650av-a4-energylabel-v2.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA54M87**A*,WA54M87**A*,5.4,2.06,4.3,40.0,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa54m8750av-a4-energylabel-v4.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF42H50**A*,WF42H50**A*,4.2,2.8,3.2,30.8,No,No,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf42h5000aw-a2-energylabel-v3.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF42H57**A*,WF42H52**A*,4.2,2.6,3.3,31.4,No,No,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wf42h5200af-a2-energylabel-v3.pdf
Samsung,"Top-loading, standard (1.6 ft3 or greater capacity)",WA45N30**A*,WA45N30**A*,4.5,1.57,6.5,40.5,No,No,http://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa45n3050aw-a4-energylabel.pdf
Samsung,"Front-loading, standard (1.6 ft3 or greater capacity)",WF56H91**A*,WF56H91**A*,5.6,3.1,2.7,27.3,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50n7350aw-a4-energylabel.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R54**A*,WA50R54**A*,5.0,2.06,5.0,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5400aw-us-energylabel.pdf
SAMSUNG,"Top-loading, standard (1.6 ft3 or greater capacity)",WA50R52**A*,WA50R52**A*,5.0,2.06,5.0,36.5,No,No,https://images.samsung.com/is/content/samsung/p5/common/energylabel/common-energylabel-wa50r5200aw-us-energylabel.pdf
