Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s
RCA,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65VA1,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65V4,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65V5,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65V2,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65V1,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65T2,65.0,101.0,0.31,,,194.0,By annual report date,No
CAIXUN,LE-65T1,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65VA2,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65T5,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
SANSUI,LE-65V1,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65T4,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,C65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,C65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,S65TAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,S65VAUG,65.0,101.0,0.31,,,194.0,By annual report date,No
PG,LE-65V3,65.0,101.0,0.31,,,194.0,By annual report date,No
TCL,43S310R,42.5,42.5,0.52,,,79.6,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/s-series/download/43S310R-energy-guide.,No
INSIGNIA,NS-43N101CA24,42.5,45.7,0.31,,,85.5,https://www.insigniaproducts.com/,No
Hisense,40H41K,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,40A4+KR+,40.0,33.0,0.47,0.48,,63.6,By annual report date,No
Hisense,32H4030K+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,32H4030F+,31.5,25.8,0.38,0.4,,49.9,By annual report date,No
Hisense,43A4KR,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43H41K,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43A4+KR+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43A4+HR+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43H4030K+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43H4030F+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
Hisense,43H4+K+,42.5,39.2,0.46,0.47,,74.8,By annual report date,No
TCL,43S31R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350R,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S310G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S31R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S310R-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S330G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S350G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S370G,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S370G-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,43S351-CA,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,****43*******,42.51,42.1,0.21,,,78.3,https://share.weiyun.com/T4c8S0K7,No
TCL,50Q650F,50.0,95.2,0.38,,,176.0,https://share.weiyun.com/uPEIN9kG,No
TCL,50Q650F-CA,50.0,95.2,0.38,,,176.0,https://share.weiyun.com/uPEIN9kG,No
TCL,55Q650F-CA,54.6,113.0,0.39,,,208.0,https://share.weiyun.com/iXESRirh,No
TCL,65Q650F,64.5,153.0,0.4,,,283.0,https://share.weiyun.com/otfy5OU6,No
TCL,65Q650F-CA,64.5,153.0,0.4,,,283.0,https://share.weiyun.com/otfy5OU6,No
TCL,75Q650F-CA,74.5,195.0,0.44,,,359.0,https://share.weiyun.com/Jc6maS8N,No
connexx,CX50A22S,49.5,94.9,0.23,,,175.0,http://www.riverparkinc.com,No
TCL,85Q670F-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q670R-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q670G-CA,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q670F,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q670R,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85Q670G,85.0,211.0,0.45,,,389.0,https://share.weiyun.com/uNh1ya6r,No
TCL,85S430F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S430R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S430G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S410R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S470G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450F-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450R-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450G-CA,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450F,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450R,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
TCL,85S450G,85.0,181.0,0.49,,,334.0,https://share.weiyun.com/30AYGZlI,No
SILO,SL5523GF,54.6,92.0,0.5,1.0,,175.0,http://silotv.net/,No
SILO,SL6523GF,64.5,125.0,0.5,1.0,,235.0,http://silotv.net/,No
VIZIO,V75Q6-L4,75.0,239.0,0.31,,,437.0,http://www.Vizio.com/,No
VIZIO,M75Q6-L4,75.0,239.0,0.31,,,437.0,http://www.Vizio.com/,No
onn.,100012587,65.0,108.0,0.5,,,201.0,https://www.onntvsupport.com/energy-guides/,No
Westinghouse,WR43FT2212,42.5,38.0,0.5,,,72.8,By annual report date,No
Westinghouse,WR43FX2212,42.5,38.0,0.5,,,72.8,By annual report date,No
Westinghouse,WR32HX2212,31.5,25.0,0.5,,,49.1,By annual report date,No
Westinghouse,WR32HT2212,31.5,25.0,0.5,,,49.1,By annual report date,No
ELEMENT,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,SC-7550GTV,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
ELEMENT,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,C75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
PG,LE-75VA1,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,*****75*********,75.0,107.0,0.28,,,198.0,By annual report date,No
Supersonic,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,E450GD75G-G,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,PG75SKA,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,S75TAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,PG75***,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,C75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,S75VAUG,75.0,107.0,0.28,,,198.0,By annual report date,No
SANSUI,LE-75VA1,75.0,107.0,0.28,,,198.0,By annual report date,No
CAIXUN,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
Supersonic,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
SANSUI,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55T1,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55VA3,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
CAIXUN,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
PG,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55VA2,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55VA4,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55TA5,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,LE-55VA1,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,S55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,C55VAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,C55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,SC-5550GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,SC-****GTV,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,PG55SKA,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,PG55***,55.0,55.6,0.34,,,150.0,By annual report date,No
Westinghouse,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55T2,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55T3,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55T4,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55T5,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55V1,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55VA5,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55TA1,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55TA2,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55TA3,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,LE-55TA4,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,S55TAUG,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,WG55UX4212,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,E400GD55G-G,55.0,55.6,0.34,,,150.0,By annual report date,No
ELEMENT,*****55*********,55.0,55.6,0.34,,,150.0,By annual report date,No
Element,E500AC65C,65.0,136.0,0.34,,,251.0,By annual report date,No
Element,EP400AB55R,54.64,127.0,0.48,,,236.0,https://elementelectronics.com/support,No
ONN,100058007,39.5,41.7,0.5,,,79.6,http://www.onntvsupport.com/energy-guides,No
ONN,100012585,49.5,64.7,0.48,,,121.0,By annual report date,No
ONN,100012589,31.5,40.5,0.45,,,77.0,http://www.onntvsupport.com/energy-guides,No
"HUIZHOU KTC TECHNOLOGY CO.,LTD.",ITC-LED-55,54.64,117.0,0.5,,,217.0,https://intertech.tv/itc-led-powerguide/,No
SONY,XR-55A95K,55.0,122.0,0.5,0.42,,226.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a95k,No
SONY,XR-83A90J,83.0,163.0,0.17,0.34,,300.0,https://electronics.sony.com/tv-video/televisions/oled/p/xr83a90j,No
SONY,KD-43X80K,43.0,62.0,0.5,2.0,,127.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x80k,No
SONY,KD-55X80K,55.0,118.0,0.5,2.0,,230.0,https://electronics.sony.com/search/KD-55X80K,No
SONY,KD-65X80K,65.0,136.0,0.5,2.0,,263.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x80k,No
SONY,KD-65X80CK,65.0,136.0,0.5,2.0,,263.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x80ck,No
SONY,KD-75X80K,75.0,169.0,0.5,2.0,,323.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x80k,No
SONY,KD-75X80CK,75.0,169.0,0.5,2.0,,323.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x80ck,No
SONY,KD-55X75K,55.0,105.0,0.5,0.8,,197.0,https://www.bestbuy.com/site/sony-55-class-x75k-4k-hdr-led-google-tv/6505137.p?skuId=6505137&extStoreId=1533&ref=212&loc=1&gclid=CjwKCAjwpayjBhAnEiwA-7enawGLqeZCb41TttFMtE0DCYGDQky9widS_g5M5HPMzjB6WZBh6wGqMRoChT8QAvD_BwE&gclsrc=aw.ds,No
SONY,XR-83A80L,83.0,206.0,0.5,2.0,,390.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr83a80l,No
SONY,XR-85X90CL,85.0,125.0,0.5,2.0,,243.0,By Annual report date,No
SONY,XR-85X90L,85.0,125.0,0.5,2.0,,243.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90l,No
SONY,XR-85X95L,85.0,303.0,0.5,2.0,,567.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x95l,No
SONY,KD-85X77CL,85.0,241.0,0.5,2.0,,455.0,By Annual report date,No
SONY,KD-85X77L,85.0,241.0,0.5,2.0,,455.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x77l,No
SONY,KD-75X77CL,75.0,223.0,0.5,2.0,,421.0,By Annual report date,No
SONY,KD-75X77L,75.0,223.0,0.5,2.0,,421.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd75x77l,No
SONY,KD-65X77CL,65.0,151.0,0.5,2.0,,290.0,By Annual report date,No
SONY,KD-65X77L,65.0,151.0,0.5,2.0,,290.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd65x77l,No
SONY,KD-55X77CL,55.0,127.0,0.5,2.0,,246.0,By Annual report date,No
SONY,KD-50X77L,50.0,93.8,0.5,2.0,,186.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd50x77l,No
SONY,KD-43X77L,43.0,79.1,0.5,2.0,,159.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd43x77l,No
SONY,XR-65X90L,65.0,99.4,0.5,2.0,,196.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x90l,No
SONY,XR-55X90CL,55.0,89.8,0.5,2.0,,178.0,By Annual report date,No
SONY,XR-55X90L,55.0,89.8,0.5,2.0,,178.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55x90l,No
SONY,XR-85X93CL,85.0,305.0,0.5,2.0,,561.0,By Annual report date,No
SONY,XR-85X93L,85.0,305.0,0.5,2.0,,561.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x93l,No
SONY,XR-75X93CL,75.0,254.0,0.5,2.0,,467.0,By Annual report date,No
SONY,XR-75X93L,75.0,254.0,0.5,2.0,,467.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x93l,No
SONY,XR-65X93CL,65.0,240.0,0.5,2.0,,441.0,By Annual report date,No
SONY,XR-65X93L,65.0,240.0,0.5,2.0,,441.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x93l,No
SONY,XR-65A80CL,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No
SONY,XR-55A80L,55.0,102.0,0.5,2.0,,200.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a80l,No
SONY,XR-77A80L,77.0,160.0,0.5,2.0,,307.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr77a80l,No
SONY,XR-65A80CL,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No
SONY,XR-65A80L,65.0,114.0,0.5,2.0,,223.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a80l,No
SONY,XR-65A75L,65.0,114.0,0.5,2.0,,223.0,By Annual report date,No
SONY,XR-55A80CL,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No
SONY,XR-55A80L,55.0,102.0,0.5,2.0,,200.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr55a80l,No
SONY,XR-55A75L,55.0,102.0,0.5,2.0,,200.0,By Annual report date,No
SONY,XR-85X93CL,85.0,305.0,0.5,2.0,,561.0,By Annual report date,No
SONY,XR-85X93L,85.0,305.0,0.5,2.0,,561.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x93l,No
SONY,XR-65X93L,65.0,240.0,0.5,2.0,,441.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65x93l,No
Sony,XR-85Z9K,85.0,430.0,0.5,0.46,,788.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85z9k,No
Sony,XR-75Z9K,75.0,337.0,0.5,0.46,,618.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75z9k,No
SONY,KD-85X80CK,85.0,212.0,0.5,2.0,,402.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/kd85x80ck,No
SONY,XR-85X90CK,85.0,187.0,0.5,2.0,,356.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90ck,No
SONY,XR-85X90K,85.0,187.0,0.5,2.0,,356.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr85x90k,No
SONY,XR-75X90K,75.0,157.0,0.5,2.0,,300.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr75x90k,No
SONY,XR-65A95K,65.0,140.0,0.5,0.42,,258.0,https://electronics.sony.com/tv-video/televisions/all-tvs/p/xr65a95k,No
Element,E500AC43C,43.0,65.4,0.27,,,121.0,By annual report date,No
LG,50UM670H0UA,49.5,68.0,0.3,,,126.0,http://www.lg.com/global/support/ftclabel,No
LG,55UM670H0UA,54.6,80.0,0.3,,,148.0,http://www.lg.com/global/support/ftclabel,No
LG,75UU340C,74.5,99.0,0.2,,,182.0,http://www.lg.com/global/support/ftclabel,No
LG,65UN7000PUD,64.5,160.0,0.3,0.4,,295.0,http://www.lg.com/global/support/ftclabel,No
LG,22LS660V0UD,21.5,30.3,0.4,,,58.0,http://www.lg.com/global/support/ftclabel,No
LG,75US340C0UD,74.5,98.5,0.2,,,181.0,http://www.lg.com/global/support/ftclabel,No
LG,55US340C0UD,54.64,70.1,0.2,,,129.0,http://www.lg.com/global/support/ftclabel,No
LG,50US340C0UD,49.5,69.1,0.2,,,127.0,http://www.lg.com/global/support/ftclabel,No
LG,86US340C0UD,85.6,138.0,0.2,,,253.0,http://www.lg.com/global/support/ftclabel,No
LG,65US340C0UD,64.5,84.4,0.2,,,155.0,http://www.lg.com/global/support/ftclabel,No
LG,65NANO97UNA,64.5,190.0,0.3,0.4,,350.0,http://www.lg.com/global/support/ftclabel,No
LG,70UN7070PUA,69.5,101.0,0.3,0.4,,186.0,http://www.lg.com/global/support/ftclabel,No
LG,55UN7000PUB,54.6,68.6,0.3,0.4,,128.0,http://www.lg.com/global/support/ftclabel,No
LG,50UN7000PUC,49.5,76.9,0.3,0.4,,143.0,http://www.lg.com/global/support/ftclabel,No
LG,49UN7000PUB,48.5,56.4,0.3,0.4,,106.0,http://www.lg.com/global/support/ftclabel,No
LG,OLED77CXAUA,76.7,170.0,0.3,0.4,,313.0,http://www.lg.com/global/support/ftclabel,No
LG,43UN6900PUB,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No
LG,43UN6951ZUA,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No
LG,43UN6950ZUA,42.5,49.6,0.3,0.4,,93.0,http://www.lg.com/global/support/ftclabel,No
