Brand_Name_s__s,Individual_Model_Number_m,Screen_Size__diagonal_in_inches__d,Power_Consumed_in_On_Mode__watts__d,Power_Consumed_in_Standby_Passive_Mode__watts__d,Power_Consumed_in_Standby_Active__Low_Mode__watts___if_applicable__d,Power_Consumed_in_Off_Mode__watts___if_applicable__d,Annual_Energy_Consumption__kWh_per_year__d,Link_to_FTC_EnergyGuide_Label_s,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s
Hisense,"65R6E+(+can be  replaced by any number 0-9, A-Z, blank or - )",65.0,106.0,0.33,0.34,,196.0,https://www.hisense-usa.com/support/models,No
TOSHIBA,43C350LC,43.0,60.0,0.35,0.36,,112.0,https://www.hisense-usa.com/support/models,No
SANSUI,S32V1HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32V1HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T3HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T2HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T1HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T3HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T2HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T1HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,S32T3H,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,ES32V2HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,ES32T2HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,ES32T3H,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,C32V3HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,C32V1HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T3HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T2HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T1HN,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T3HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T1HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T3H,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32T1H,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
SANSUI,EC32V2HA,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
Caixun,LE-32V2,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
Caixun,LE-32V1,32.0,23.6,0.28,0.41,,52.0,By annual report date,No
JVC,LT-40EC3312,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40T1,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
RCA,RNSM4007-B,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40T2,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,S40V2FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
TOZEN,LE/40T1,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40T3,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SILO,SL4021VN,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40V3,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,EC40V3FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,ES40V2FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,S40V3FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
RCA,RNSM4025,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,EC40V1FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
QUASAR,Q40FSE1,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
JVC,LT-40ECXXXX,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40V2,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
Caixun,LE-40V1,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
SANSUI,S40V1FA,40.0,33.4,0.28,0.4,,71.0,By annual report date,No
INSIGNIA,NS-32F202CA22,31.5,39.1,0.45,,,74.5,http://  www.insigniaproducts.com,No
TOSHIBA,65C350LU,65.0,107.0,0.35,0.4,,198.0,https://www.hisense-usa.com/support/models,No
RCA,RTA4304,43.0,66.0,0.5,0.6,,125.0,https://www.curtisint.com,No
RCA,RTA4303-B,43.0,66.0,0.5,0.6,,125.0,https://www.curtisint.com,No
RCA,RTA4303,43.0,66.0,0.5,0.6,,125.0,https://www.curtisint.com,No
RCA,RTA4302-F,43.0,66.0,0.5,0.6,,125.0,https://www.curtisint.com,No
RCA,RTA4302-C,43.0,66.0,0.5,0.6,,125.0,https://www.curtisint.com,No
RCA,RTA3201-A,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3201-C,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3201-D,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3201-F,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3202-A,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3202-B,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3202-C,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3202-E,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3202-F,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3203-A,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3203-B,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3203-C,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3203-D,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
RCA,RTA3203-E,32.0,43.0,0.5,0.5,,81.9,https://www.curtisint.com,No
TCL,65S453-CA,64.5,59.8,0.3,,,111.0,By annual report date,No
TCL,65S455,64.5,59.8,0.3,,,111.0,By annual report date,No
TCL,65S451,64.5,59.8,0.3,,,111.0,By annual report date,No
TCL,65S453,64.5,59.8,0.3,,,111.0,By annual report date,No
INSIGNIA,NS-50DF710CA21,49.50037,104.0,0.42,,,192.0,https://www.insigniaproducts.com/,No
INSIGNIA,NS-50F301CA22,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No
INSIGNIA,NS-50F301NA24,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No
INSIGNIA,NS-50F301CA24,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No
INSIGNIA,NS-50F301MX24,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No
INSIGNIA,NS-50F301MX22,49.50037,104.0,0.46,,,193.0,https://www.insigniaproducts.com/,No
TCL,32S3***,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S3***-MX,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S3***-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S350R-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S35R-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S35R,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S31R,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S35-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S35,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S31-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S331-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S31,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S331,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S3**,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S3**-MX,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S3**-CA,31.5,26.4,0.3,,,50.3,By annual report date,No
TCL,32S351-CA,31.5,26.2,0.3,,,50.3,By annual report date,No
TCL,32S359,31.5,26.2,0.3,,,50.3,By annual report date,No
TCL,32S357,31.5,26.2,0.3,,,50.3,By annual report date,No
TCL,32S353,31.5,26.2,0.3,,,50.3,By annual report date,No
TCL,32S351,31.5,26.2,0.3,,,50.3,By annual report date,No
DuraPro,DRPTV550SM,55.0,106.0,0.65,,0.65,197.0,https://www.coreinnovationsinc.com/certifications/,No
connexx,CX50B20,50.0,42.8,0.34,,,80.5,http://www.riverparkinc.com,No
connexx,CX27A21DC,27.0,20.4,0.04,,,41.0,https://pan.baidu.com/s/1sT8M9rKucLcLE82OSt-A0w?pwd=82oh,No
connexx,CX27A23DC,27.0,20.4,0.04,,,41.0,https://pan.baidu.com/s/1sT8M9rKucLcLE82OSt-A0w?pwd=82oh,No
connexx,CX22B22DC,22.0,18.8,0.03,,,36.7,https://pan.baidu.com/s/1yUU2hAZY4AUe8YqLj5tCNA?pwd=cp7l,No
TCL,43S431,42.52,37.3,0.3,,,70.2,https://www.tclusa.com/content/dam/tcl/product/home-theater/4-series/download/43S431-energy-guide.png [tclusa.com],No
Hisense,43A4****,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,43A4****V,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,43A45KV,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,43A43*0KV,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,43A43KV,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,43A4KV,43.0,46.8,0.24,0.43,,85.4,By annual report date,No
Hisense,32A4****,32.0,27.5,0.21,0.38,,50.2,By annual report date,No
Hisense,32A40*0KV,32.0,27.5,0.21,0.38,,50.2,By annual report date,No
Hisense,32A40KV,32.0,27.5,0.21,0.38,,50.2,By annual report date,No
Hisense,32A4KV,32.0,27.5,0.21,0.38,,50.2,By annual report date,No
Hisense,40A4****,40.0,39.3,0.22,0.38,,71.7,By annual report date,No
Hisense,40A4****V,40.0,39.3,0.22,0.38,,71.7,By annual report date,No
Hisense,40A40KV,40.0,39.3,0.22,0.38,,71.7,By annual report date,No
Westinghouse,WR65UX4212,65.0,94.9,0.4,,,176.0,https://share.weiyun.com/2FYwL4Jb,No
Westinghouse,WR65UE4210,65.0,94.9,0.4,,,176.0,https://share.weiyun.com/2FYwL4Jb,No
Westinghouse,WR65UC4210,65.0,94.9,0.4,,,176.0,https://share.weiyun.com/2FYwL4Jb,No
Westinghouse,WR65UT4210,65.0,94.9,0.4,,,176.0,https://share.weiyun.com/2FYwL4Jb,No
Westinghouse,WR65UX4210,65.0,94.9,0.4,,,176.0,https://share.weiyun.com/2FYwL4Jb,No
Westinghouse,WR55UT4212,55.0,67.2,0.37,,,125.0,https://share.weiyun.com/lQcQRcLW,No
Westinghouse,WR55UT4210,55.0,67.2,0.37,,,125.0,https://share.weiyun.com/lQcQRcLW,No
Westinghouse,WR55UX4210,55.0,67.2,0.37,,,125.0,https://share.weiyun.com/lQcQRcLW,No
Westinghouse,WR50UT4212,50.0,58.8,0.36,,,110.0,https://share.weiyun.com/g2NGwdhv,No
Westinghouse,WR50UC4210,50.0,58.8,0.36,,,110.0,https://share.weiyun.com/g2NGwdhv,No
Westinghouse,WR50UT4210,50.0,58.8,0.36,,,110.0,https://share.weiyun.com/g2NGwdhv,No
Westinghouse,WR50UX4210,50.0,58.8,0.36,,,110.0,https://share.weiyun.com/g2NGwdhv,No
Westinghouse,WR43UT4212,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
Westinghouse,WR43UX4212,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
Westinghouse,WR43UE4210,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
Westinghouse,WR43UC4210,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
Westinghouse,WR43UT4210,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
Westinghouse,WR43UX4210,43.0,47.2,0.34,,,88.5,https://share.weiyun.com/0kJyGD3n,No
PHILIPS,43HFL4518U/27,42.5,50.2,0.41,0.54,,95.4,By annual report date,No
PHILIPS,55HFL4518U/27,54.6,74.9,0.41,0.54,,141.0,By annual report date,No
PHILIPS,50HFL4518U/27,49.5,59.3,0.43,0.79,,114.0,By annual report date,No
TCL,32S331,31.5,26.2,0.3,,,49.9,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/3-series/download/32S331-Energy-Guide_0.pdf,No
Westinghouse,3161776,75.0,166.0,0.45,0.45,,306.0,By annual report date,No
Westinghouse,WR75UX4210E,75.0,166.0,0.45,0.45,,306.0,By annual report date,No
Westinghouse,WR75UC4210,75.0,166.0,0.45,0.45,,306.0,By annual report date,No
Westinghouse,WR75UT4210,75.0,166.0,0.45,0.45,,306.0,By annual report date,No
Westinghouse,WR75UX4210,75.0,166.0,0.45,0.45,,306.0,By annual report date,No
ROKU,32R2A5R,31.5,34.3,0.5,,,66.0,https://support.roku.com/article/10625174337047,No
ROKU,32R2A5CA,31.5,34.3,0.5,,,66.0,https://support.roku.com/article/10625174337047,No
ROKU,32R2A5**,31.5,34.3,0.5,,,66.0,https://support.roku.com/article/10625174337047,No
ROKU,75R6A5R,74.5,113.0,0.6,,,211.0,https://support.roku.com/article/10625174337047,No
ROKU,43R4A5R,42.5,64.6,0.6,,,122.0,https://support.roku.com/article/10625174337047,No
ROKU,65R4A5**,64.5,109.0,0.6,,,203.0,https://support.roku.com/article/10625174337047,No
connexx,CX28A23DC,27.5,16.7,0.31,,,32.7,http://www.riverparkinc.com,No
Westinghouse,1873802,31.4,19.9,0.25,,,48.0,https://www.elementelectronics.com/support/,No
RCA,RTR3261-F-CA,31.4,19.9,0.25,,,48.0,https://www.elementelectronics.com/support/,No
RCA,RTR3265-CA,31.4,19.9,0.25,,,48.0,https://www.elementelectronics.com/support/,No
Westinghouse,WR55UX4212,54.6,98.0,0.4,,,182.0,https://we.tl/t-ZwYbcrxUWl [we.tl],No
RCA,RTR3260-B-US,31.4,19.9,0.25,,,48.0,https://www.elementelectronics.com/support/,No
ROKU,24R2A5CA,23.5,25.0,0.5,,,49.0,https://support.roku.com/article/10625174337047,No
ROKU,24R2A5**,23.5,25.0,0.5,,,49.0,https://support.roku.com/article/10625174337047,No
ROKU,55R6A5R,54.6,82.7,0.6,,,155.0,https://support.roku.com/article/10625174337047,No
ROKU,55R6A5CA,54.6,82.7,0.6,,,155.0,https://support.roku.com/article/10625174337047,No
ROKU,55R6A5**,54.6,82.7,0.6,,,155.0,https://support.roku.com/article/10625174337047,No
ROKU,65R6A5R,64.5,112.0,0.9,,,210.0,https://support.roku.com/article/10625174337047,No
ROKU,65R6A5CA,64.5,112.0,0.9,,,210.0,https://support.roku.com/article/10625174337047,No
ROKU,75R4A5R,74.5,128.0,0.9,,,240.0,https://support.roku.com/article/10625174337047,No
element,E1AA32N,32.0,42.0,0.5,,,80.1,https://elementelectronics.com/support,No
Majestic,SLT190U,18.5,15.1,0.14,,,28.5,https://majesticelectronics.us/,No
Majestic,MJSLT220U,21.5,18.3,0.28,,,35.4,https://majesticelectronics.us/,No
VIZIO,V55Q6-L4,55.0,136.0,0.26,,,249.0,http://www.Vizio.com/,No
VIZIO,M55Q6-L4,55.0,136.0,0.26,,,249.0,http://www.Vizio.com/,No
SUPERSONIC,SC-3250GTV,32.0,24.4,0.28,,,46.0,By annual report date,No
SILO,SL5520VF,55.0,85.0,0.5,1.0,,162.0,http://silotv.net/,No
SILO,SL6521VF,65.0,108.0,0.5,0.8,,203.0,http://silotv.net/,No
SILO,SL4321VH,43.0,43.5,0.5,,,83.0,http://silotv.net/,No
SILO,SL3221VN,32.0,27.7,0.5,,,54.0,http://silotv.net/,No
Westinghouse,WR24HX2212,23.6,20.3,0.3,,,40.0,By annual report date,No
TCL,43S451,42.5,35.1,0.3,,,66.1,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s451-energy-guides/43S451-energy-guide.png [tcl.com],No
ASANO,KC2711H1,27.0,28.2,0.19,,,52.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIajmAOmmWnT1xi9FamyraUFgVPqWbkQf0qH4nkqPzAw5XGiUf8CqsLYuxytYU0kmI!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No
KitCatch,KC2711H1,27.0,28.2,0.19,,,52.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIajmAOmmWnT1xi9FamyraUFgVPqWbkQf0qH4nkqPzAw5XGiUf8CqsLYuxytYU0kmI!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No
KitCatch,KC2711L1,27.0,23.9,0.2,,,44.7,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdJiQ3cOHRzyNE4ntG2EwxW757.UpewgpWmvMuc*clI8.uUcg9FCH80YFhWTp3wGz9E!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No
ASANO,KC2411L1,23.8,18.3,0.2,,,34.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIcf2U5yIxFe4gCKwkOhyHiWMHNwrbhugJ8xypF.*WfhhkBNAtEjQA3fQfTbRCLzHg!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No
KitCatch,KC2411L1,23.8,18.3,0.2,,,34.6,http://m.qpic.cn/psc?/V121cOCr4OSegS/ruAMsa53pVQWN7FLK88i5vlWrERAJEIEftbqNKMtMdIcf2U5yIxFe4gCKwkOhyHiWMHNwrbhugJ8xypF.*WfhhkBNAtEjQA3fQfTbRCLzHg!/mnull&bo=iQI6CQAAAAABB5g!&rf=photolist&t=5,No
onn.,100012589,32.0,26.0,0.5,,,50.9,https://www.onntvsupport.com/energy-guides/,No
TCL,50S410G-CA.,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S430G-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S450G-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S454-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S452-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S450-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S410G,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S430G,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S450G,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S45R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S450R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S430R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S410R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S41R-CA,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S455,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S41,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S451,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S450R,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S430R,49.5,46.3,0.3,,,191.0,By annual report date,No
TCL,50S410R,49.5,46.3,0.3,,,191.0,By annual report date,No
PHILIPS,75HFL6214U/27,74.5,115.0,0.39,0.79,,216.0,By annual report date,No
PHILIPS,55HFL5214U/27,54.5,77.7,0.44,0.73,,147.0,By annual report date,No
PHILIPS,58HFL6214U/27,57.5,82.3,0.43,0.79,,156.0,By annual report date,No
PHILIPS,65HFL5214U/27,64.5,98.4,0.45,0.75,,185.0,By annual report date,No
PHILIPS,50BFL2214/27,49.5,69.1,0.41,0.76,,132.0,By annual report date,No
PHILIPS,65HFL6214U/27,64.5,99.5,0.42,0.83,,188.0,By annual report date,No
PHILIPS,43HFL6214U/27,42.5,60.4,0.42,0.65,,115.0,By annual report date,No
connexx,32S31,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
connexx,32S35,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S350,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S351,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S353,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S354,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S358,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S359,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S350-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S354-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S357-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S358-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S359-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S31-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S35-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S350G-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S330G,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S330R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S310R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S210R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S210R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S31R,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,32S31R-CA,32.0,30.4,0.3,,,57.6,https://share.weiyun.com/WlGlMPsF,No
TCL,40S351,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S353,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S355,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S31R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,43S330R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S310R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S31R-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S330G,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S310G,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S350R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S330R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S310R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S31R,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S355-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S353-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S351-CA,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S355,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S353,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,43S351,43.0,43.2,0.3,,,80.9,https://share.weiyun.com/8mfuifNN,No
TCL,40S310G-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S350R-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S330R-CA,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S330R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,40S310R,40.0,32.7,0.3,,,61.8,https://share.weiyun.com/vVjimQWz,No
TCL,75S450G,74.5,116.0,0.98,,,214.0,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/75S450G-energy-guide.png,No
TCL,65S450G,64.5,75.8,0.98,,,141.0,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/65S450G-energy-guide.png,No
TCL,55S450G,54.6,51.7,0.56,,,97.8,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/4-series/download/s450g-energy-guides/55S450G-energy-guide.png,No
Westinghouse,WR24HC2210,23.6,20.3,0.3,,,40.0,By annual report date,No
Westinghouse,WR70UT4212,69.5,199.0,0.38,,,366.0,By annual report date,No
ONN,100012589-CA,32.0,35.0,0.5,0.5,,67.3,http://www.onntvsupport.com/energy-guides,No
JVC,LT-58MAW625,58.0,108.0,0.41,0.42,,200.0,https://jvcproducts.com/us/contact/support.html,No
connexx,CX24A23DCS,23.6,18.0,0.3,,,35.0,http://www.riverparkinc.com,No
connexx,CX27A23DCS,27.0,27.9,0.26,,,52.8,http://www.riverparkinc.com,No
TCL,32S331,31.52,28.5,0.32,,,55.9,https://www.tcl.com/usca/content/dam/tcl/product/home-theater/3-series/download/32S331-Energy-Guide_0.pdf [tcl.com],No
JVC,LT-50MAR635,50.0,85.0,0.4,0.5,,159.0,https://jvcproducts.com/us/contact/support.html,No
JVC,LT-55MAR635,55.0,125.0,0.42,0.42,,231.0,https://jvcproducts.com/us/contact/support.html,No
TCL,85S455-CA,85.0,176.0,0.44,,,375.0,By annual report date,No
TCL,85S454-CA,85.0,176.0,0.44,,,375.0,By annual report date,No
TCL,85S453-CA,85.0,176.0,0.44,,,375.0,By annual report date,No
INSIGNIA,NS-40D510NA21,40.0,44.3,0.23,,,83.0,http://www.insigniaproducts.com/,No
RCA,*****65*********,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,PG65SKA,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,RTAU6504-B,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65TA4,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65TA3,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65TA2,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65TA1,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65VA5,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65VA4,65.0,101.0,0.31,,,194.0,By annual report date,No
RCA,LE-65VA3,65.0,101.0,0.31,,,194.0,By annual report date,No
