ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2404940,Liebherr,CBS 2092,,9005382267356,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,79,36,18.9,23.5,550,609,11,,,No,,,,,03/01/2023,11/24/2022,"United States, Canada",ES_1017655_CBS 2092_11242022022702_80150232,No
2297801,Liebherr,CS1321,,9005382188255,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,79.2,23.5,12.7,15.2,360,452,20,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1321_06132017025112_70142355,No
2297505,Liebherr,CS1400R,,9005382187715,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,66.3,29.4,12.8,15.1,359,451,20,,,No,,No,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1400R_06132017025112_70142355,No
2297506,Liebherr,CS1400R-IM,,9005382194492,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,66.3,29.4,12.8,15.1,465,535,16,,,No,,No,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1400R-IM_06132017025112_70142355,No
2297507,Liebherr,CS1401R-IM,,9005382211458,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,66.3,29.4,12.8,15.1,465,535,16,,,No,,No,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1401R-IM_06132017025112_70142355,No
2297508,Liebherr,CS1410,,9005382187777,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,73.3,29.4,14.7,17,372,467,20,,,No,,No,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1410_06132017025112_70142355,No
2297509,Liebherr,CS1640B,,9005382187852,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,79.5,29.4,16,19.3,496,572,16,,,No,,No,,,05/29/2017,06/09/2017,"United States, Canada",ES_1017655_CS1640B_06132017025112_70142355,No
2404941,Liebherr,CS 2090,,9005382267370,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,79,36,19.5,24.1,550,614,12,,,No,,,,,03/01/2023,11/24/2022,"United States, Canada",ES_1017655_CS 2090_11242022022702_80150232,No
2404942,Liebherr,CS 2091,,9005382267394,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,79,36,19.5,24.1,550,614,12,,,No,,,,,03/01/2023,11/24/2022,"United States, Canada",ES_1017655_CS 2091_11242022022702_80150232,No
2404943,Liebherr,CS 2092,,9005382267417,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,Yes,79,36,19.5,24.1,550,614,12,,,No,,,,,03/01/2023,11/24/2022,"United States, Canada",ES_1017655_CS 2092_11242022022702_80150232,No
2404948,Liebherr,HC 1570,,9005382267530,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HC 1570_11242022022702_80150232,No
2404949,Liebherr,HC 1571,,9005382267554,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HC 1571_11242022022702_80150232,No
2404946,Liebherr,HC 1580,,9005382267653,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HC 1580_11242022022702_80150232,No
2404947,Liebherr,HC 1581,,9005382267578,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HC 1581_11242022022702_80150232,No
2406666,Liebherr,HC 2090,,9005382267592,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,19.5,24.1,580,647,12,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HC 2090_01112023122628_80155286,No
2406667,Liebherr,HC 2091,,9005382267615,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,19.5,24.1,580,647,12,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HC 2091_01112023122628_80155286,No
2406668,Liebherr,HC 2092,,9005382267639,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,19.5,24.1,580,647,12,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HC 2092_01112023122628_80155286,No
2404944,Liebherr,HCB 1590,,9005382267431,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HCB 1590_11242022022702_80150232,No
2404945,Liebherr,HCB 1591,,9005382267455,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,30,14.1,17.4,530,584,11,,,No,,,,,02/01/2023,11/24/2022,"United States, Canada",ES_1017655_HCB 1591_11242022022702_80150232,No
2406669,Liebherr,HCB 2090,,9005382267479,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,18.9,23.5,580,642,11,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HCB 2090_01112023122628_80155286,No
2406670,Liebherr,HCB 2091,,9005382267493,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,18.9,23.5,580,642,11,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HCB 2091_01112023122628_80155286,No
2406671,Liebherr,HCB 2092,,9005382267516,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,79,36,18.9,23.5,580,642,11,,,No,,,,,02/01/2023,01/10/2023,"United States, Canada",ES_1017655_HCB 2092_01112023122628_80155286,No
2385538,Liebherr,HW 8000,,9005382198179,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,69.7,21.9,9,9,155,227,32,,,No,,,,,02/01/2018,10/12/2021,"United States, Canada",ES_1017655_HW 8000_10132021074605_80102350,No
2385533,Liebherr,HWgb 1803,,9005382212530,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,Yes,17.8,22.1,1.6,1.6,105,168,38,,,No,,,,,12/01/2016,10/12/2021,"United States, Canada",ES_1017655_HWgb 1803_10132021074605_80102350,No
2385539,Liebherr,HWgb 8300,,9005382205914,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,69.7,21.9,9,9,155,227,32,,,No,,,,,02/01/2018,10/12/2021,"United States, Canada",ES_1017655_HWgb 8300_10132021074605_80102350,No
2402235,Liebherr,IC5100PC,,4016803078814,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_IC5100PC_10032022081937_80143226,Yes
2402232,Liebherr,IC5110IM,,4016803078999,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,70,22,9,10.9,475,523,11,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_IC5110IM_10032022081937_80143226,No
2402231,Liebherr,IC5110IMPC,,4016803079019,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,70,22,9,10.9,475,523,11,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_IC5110IMPC_10032022081937_80143226,No
2402236,Liebherr,ICB5160IM,,4016803079095,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,70,22,8.7,10.7,382,521,32,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_ICB5160IM_10032022081937_80143226,Yes
2393298,Liebherr,ICN 51030,,4016803078814,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,05/29/2022,02/24/2022,"United States, Canada",ES_1017655_ICN 510305_02242022014356_80117927,Yes
2393295,Liebherr,ICNh-IM 51130,,4016803078999,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,70,22,9,10.9,475,523,11,,,No,,,,,05/29/2022,02/24/2022,"United States, Canada",ES_1017655_ICNh-IM 511305_02242022014356_80117927,No
2393296,Liebherr,ICNS 51030,,4016803079057,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,05/29/2022,02/24/2022,"United States, Canada",ES_1017655_ICNS 510305_02242022014356_80117927,Yes
2393297,Liebherr,ICNS 51031,,4016803086277,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,05/29/2022,02/24/2022,"United States, Canada",ES_1017655_ICNS 510315_02242022014356_80117927,Yes
2402233,Liebherr,ICS5100,,4016803079057,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_ICS5100_10032022081937_80143226,Yes
2402234,Liebherr,ICS5101,,4016803086277,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,70,22,8.9,10.7,300,437,31,,,No,,,,,07/01/2022,09/30/2022,"United States, Canada",ES_1017655_ICS5101_10032022081937_80143226,Yes
2402402,Liebherr,IRB5160,,4016803078791,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,70,24,10.5,10.5,280,313,11,,,No,,,,,02/01/2023,10/04/2022,"United States, Canada",ES_1017655_IRB5160_10052022103828_80143477,No
2454365,Liebherr,IRBP5170,,401680311137,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,70,24,10.3,10.3,278,311,11,,,No,,,,,06/01/2023,04/14/2023,"United States, Canada",ES_1017655_IRBP51705_04182023113152_80165679,No
2384659,Liebherr,MCB 3050,,9005382195857,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,30,14.5,18.4,510,594,16,,,No,,,,,12/01/2021,09/23/2021,"United States, Canada",ES_1017655_MCB 3050_09242021055534_80097769,No
2384660,Liebherr,MCB 3051,,9005382250198,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,30,14.5,18.4,510,594,16,,,No,,,,,12/01/2021,09/23/2021,"United States, Canada",ES_1017655_MCB 3051_09242021055534_80097769,No
2384661,Liebherr,MCB 3650,,9005382196014,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,18.1,23,535,637,18,,,No,,,,,12/01/2021,09/23/2021,"United States, Canada",ES_1017655_MCB 3650_09242021055534_80097769,No
2384662,Liebherr,MCB 3651,,9005382250235,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,18.1,23,535,637,18,,,No,,,,,12/01/2021,09/23/2021,"United States, Canada",ES_1017655_MCB 3651_09242021055534_80097769,No
2384663,Liebherr,MCB 3652,,9005382248010,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,18,22.9,561,636,14,,,No,,,,,12/01/2021,09/23/2021,"United States, Canada",ES_1017655_MCB 3652_09242021055534_80097769,No
2330832,Liebherr,MRB2400,,9005382245910,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,83.8,23.8,11.5,11.5,230,321,28,,,No,,No,,,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MRB2400_12052018035621_70208456,No
2330833,Liebherr,MRB3000,,9005382245996,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,83.8,29.8,15,15,245,349,30,,,No,,No,,,11/01/2018,10/05/2018,"United States, Canada",ES_1017655_MRB3000_12052018035621_70208456,No
2345782,Liebherr,MRB3600,,9005382246030,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,83.8,35.8,18.9,18.9,260,380,32,,,No,,,,,08/28/2019,08/16/2019,"United States, Canada",ES_1017655_MRB3600_09032019025022_80016648,No
2385534,Liebherr,MW 1800,,9005382196113,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,83.8,17.8,8.2,8.2,150,220,32,,,No,,,,,11/01/2020,10/12/2021,"United States, Canada",ES_1017655_MW 1800_10132021074605_80102350,No
2385535,Liebherr,MW 1801,,9005382230015,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,83.8,17.8,8.2,8.2,150,220,32,,,No,,,,,11/01/2020,10/12/2021,"United States, Canada",ES_1017655_MW 1801_10132021074605_80102350,No
2385536,Liebherr,MW 2400,,9005382223956,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,83.8,23.8,11.3,11.3,170,245,31,,,No,,,,,11/01/2020,10/12/2021,"United States, Canada",ES_1017655_MW 2400_10132021074605_80102350,No
2385537,Liebherr,MW 2401,,9005382241493,Cooler,2 - Built-in Cooler,,No,Yes,No,No,Yes,83.8,23.8,11.3,11.3,170,245,31,,,No,,,,,11/01/2020,10/12/2021,"United States, Canada",ES_1017655_MW 2401_10132021074605_80102350,No
2406369,Liebherr,SC5781,,4016803106296,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,80,24,12.8,15.6,300,455,34,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/01/2023,05/16/2022,United States,SC5781,Yes
2406372,Liebherr,SRB5290,,4016803058328,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,Yes,72.8,23.6,13.7,13.7,200,298,33,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/01/2023,05/16/2022,United States,SRB5290,No
2321536,Liebherr,UPR513,,4016803039372,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,32.3,23.5,4.4,4.4,205,300,32,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/15/2018,06/20/2018,"United States, Canada",ES_1017655_UPR513_06212018020527_70188344,Yes
2321538,Liebherr,UR500,,4016803187288,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,32.3,23.5,4.8,4.8,208,303,31,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,05/15/2018,06/20/2018,"United States, Canada",ES_1017655_UR500_06212018020527_70188344,Yes
2257389,Lorell,LLR72310,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,03/20/2014,03/15/2014,United States,ES_1030337_LLR72310_01282016155928_6768313,No
2257390,Lorell,LLR72311,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,03/20/2014,03/05/2014,United States,ES_1030337_LLR72311_01282016155946_6786298,No
2381985,Lorell,LLR72311,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,19,19,1.6,1.6,206,232,11,"Other,R600a/0.634(oz)",R-600a (GWP:3 | Lower GWP),No,,,,,05/21/2021,06/01/2021,United States,ES_1118909_LLR72311_06022021211152_4520529,No
2257391,Lorell,LLR72312,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,03/20/2014,03/05/2014,United States,ES_1030337_LLR72312_01282016160854_7334407,No
2390529,Lorell,LLR72312,,00035255723121,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,08/25/2021,12/04/2021,United States,ES_1118909_LLR72312_01132022155317_7810266,No
2390530,Lorell,LLR72313,,00035255723138,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33,17,3.2,3.2,218,244,11,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,08/25/2021,12/04/2021,United States,ES_1118909_LLR72313_01132022155317_4995297,No
2379577,LUBECK,FD216SS,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,No,69.9,35.8,21.6,26.7,658,722,10,,,No,,,,,05/21/2021,06/07/2021,"United States, Canada",ES_1127347_FD216SS_052120210029857_4133428,No
2380698,Lynx,LN15REF*,,768388082321,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,15,2.7,2.7,192,284,32,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_LN15REF*_061120211417495_7514088,Yes
2380687,Lynx,LN15WINE*,,768388082345,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,15,2.7,2.7,209,284,26,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,Canada,ES_Marvel Refrigeration_LN15WINE*_061120211417439_8397232,No
2380755,Lynx,LN24DW*,,768388082420,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5,5,199,305,35,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_LN24DW*_061120211417543_8973026,Yes
2380716,Lynx,LN24REF*,,768388082383,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.1,5.1,219,306,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_LN24REF*_061120211417667_1043036,No
2380769,Lynx,LN24REFC*,,768388082437,Compact Refrigerator,14 - Compact Refrigerator-Freezer - automatic defrost with side-mounted freezer,Automatic,Yes,No,No,No,Yes,34,24,4.9,5.7,386,496,22,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_LN24REFC*_061120211417908_1208683,No
2380707,Lynx,LN24REFG*,,768388082369,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.3,5.3,251,308,19,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_LN24REFG*_061120211417658_2131305,No
2405273,Mabe,MDF25EYR****,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.8,32.8,24.8,30.3,610,669,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,12/01/2022,11/25/2022,United States,ES_0092277_MDF25EYR****_12022022103104_80146974,No
2298666,Mabe,MDU25ESK****,,757638351683,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.6,34.9,24.8,30.3,610,669,10,,,No,,,,,07/01/2017,06/20/2017,United States,ES_0000000_MDU25ESK****_06282017030942_70144131,No
2386111,Magic Chef,HMAR265BE,,665679007585,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,10/11/2021,10/18/2021,United States,ES_1107227_HMAR265BE_101720212247608_9287051,No
2386112,Magic Chef,HMAR265SE,,665679007592,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,10/11/2021,10/18/2021,United States,ES_1107227_HMAR265SE_101720212247208_3090247,No
2386114,Magic Chef,HMAR265STE,,665679007608,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,10/11/2021,10/18/2021,United States,ES_1107227_HMAR265STE_101720212247757_5216129,No
2386113,Magic Chef,HMAR265WE,,665679007578,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,10/11/2021,10/18/2021,United States,ES_1107227_HMAR265WE_101720212247301_1396931,No
2399071,Magic Chef,HMAR33BE,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.2,17.5,3.2,3.2,258,289,11,,,No,,,,,07/19/2022,07/06/2022,United States,ES_1107227_HMAR33BE _07212022091520_80131299,No
2399072,Magic Chef,HMAR33SE,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.2,17.5,3.2,3.2,258,289,11,,,No,,,,,07/19/2022,07/06/2022,United States,ES_1107227_HMAR33SE_07212022091520_80131299,No
2399073,Magic Chef,HMAR33WE,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.2,17.5,3.2,3.2,258,289,11,,,No,,,,,07/19/2022,07/06/2022,United States,ES_1107227_HMAR33WE _07212022091520_80131299,No
2369717,Magic Chef,HMAR440BE,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_1107227_HMAR440BE_11192020061719_80063185,No
2369713,Magic Chef,HMAR440ST,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_1107227_HMAR440ST_11192020061719_80063185,No
2369712,Magic Chef,HMAR440WE,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,33.1,19.5,4.4,4.4,269,300,10,,,No,,,,,11/17/2020,11/16/2020,"United States, Canada",ES_1107227_HMAR440WE_11192020061719_80063185,No
2396898,Magic Chef,HMAR45HCBE,,665679007875,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,20.3,4.4,4.4,226,254,11,,,No,,,,,04/28/2022,05/26/2022,United States,ES_1107227_HMAR45HCBE_052620220340615_4275352,No
2396897,Magic Chef,HMAR45HCSE,,665679007882,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,20.3,4.4,4.4,226,254,11,,,No,,,,,04/28/2022,05/26/2022,United States,ES_1107227_HMAR45HCSE_052620220340470_3215473,No
2396896,Magic Chef,HMAR45HCWE,,665679007868,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,31.5,20.3,4.4,4.4,226,254,11,,,No,,,,,04/28/2022,05/26/2022,United States,ES_1107227_HMAR45HCWE_052620220340546_4000358,No
2213651,Magic Chef,HMBR265BE1,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,25,17.5,2.6,2.6,215,239,10,,,No,,,,,06/30/2014,06/23/2014,United States,ES_1107227_HMBR265BE1_06232014192219_1339412,No
