ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2300524,VIKING,FBI7360****,,800284050254,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,,,No,,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_FBI7360****_07252017025013_70149659,No
2234010,VIKING,FDSB5423*****,,800284050247,Side-by-Side,4I-BI - Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,42,25.4,32.6,706,775,10,,,No,,,,,02/23/2015,02/27/2015,"United States, Canada",ES_0031770_FDSB5423*****_03022015111327_70024841,No
2232264,VIKING,FDSB5483*****,,800284049999,Side-by-Side,4I-BI - Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,48,29.1,36.3,715,812,13,,,No,,,,,02/02/2015,02/02/2015,"United States, Canada",ES_0031770_FDSB5483*****_02022015044548_70022694,No
2320293,VIKING,FRI7240****,,800284050049,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_FRI7240****_05222018024854_70184288,No
2341011,VIKING,FRI7300****,,800284050070;800284050100,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_FRI7300****_07102019013431_80010681,No
2354810,VIKING,FRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_FRI7360****_02142020023306_80033975,No
2300525,VIKING,MVBI7360****,,800284050025,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,,,No,,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_MVBI7360****_07252017025013_70149659,No
2320294,VIKING,MVRI7240****,,800284050056,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_MVRI7240****_05222018024854_70184288,No
2341012,VIKING,MVRI7300****,,800284050087;800284050117,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_MVRI7300****_07102019013431_80010681,No
2354811,VIKING,MVRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_MVRI7360****_02142020023306_80033975,No
2300523,VIKING,VBI7360****,,800284050018,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,36,20,24.8,595,654,10,,,No,,,,,07/21/2017,07/21/2017,"United States, Canada",ES_0031770_VBI7360****_07252017025013_70149659,No
2380692,VIKING,VBUI5151GSS,,768388082239,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,15,2.7,2.7,209,284,26,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VBUI5151GSS_061120211417817_8114157,No
2380708,VIKING,VBUI5241GSS,,768388082246,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.3,5.3,251,308,19,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VBUI5241GSS_061120211417624_1870579,No
2234009,VIKING,VCSB5423*****,,800284050001,Side-by-Side,4I-BI - Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,42,25.4,32.6,706,775,10,,,No,,,,,02/23/2015,02/27/2015,"United States, Canada",ES_0031770_VCSB5423*****_03022015111327_70024841,No
2232263,VIKING,VCSB5483*****,,800284049982,Side-by-Side,4I-BI - Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,Yes,84,48,29.1,36.3,715,812,13,,,No,,,,,02/02/2015,02/02/2015,"United States, Canada",ES_0031770_VCSB5483*****_02022015044548_70022694,No
2265687,VIKING,VDUI5240DSS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5,5,236,305,23,,,No,,No,,,05/18/2016,04/26/2016,United States,ES_0031770_VDUI5240DSS05022016114135_70075951,No
2473548,Smad,DDT-663W***,",,*: Suffix could be from 0 to 9 or from A to Z or blank, can be number to represent different unit color",850022832536,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/27/2023,05/09/2023,"United States, Canada",ES_1144306_DDT-663W***_050920230112359_1181805,Yes
2473549,Smad,DDT-663W***,",,*: Suffix could be from 0 to 9 or from A to Z or blank, can be number to represent different unit color",850022832536,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,65,30,18,21,362,403,10,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/27/2023,05/09/2023,"United States, Canada",ES_1144306_DDT-663W***_050920230621113_5182387,Yes
2369034,Smad,DDT-774WMU,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,21,25.6,396,440,10,,,No,,,,,10/30/2020,11/04/2020,"United States, Canada",ES_1144306_DDT-774WMU_11042020034007_1207989,Yes
2356898,Smad,DM-827WMU,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1144306_DM-827WMU_03232020075136_9896228,No
2356897,Smad,DSF-121MU,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245,10,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1144306_DSF-121MU_03232020074805_9685205,No
2356896,Smad,DSF-65MU,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1144306_DSF-65MU_03232020074007_9207715,No
2352603,Smad,HD663FWE,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,,,No,,,,,01/01/2020,01/07/2020,"United States, Canada",ES_1144306_HD663FWE_01072020064756_9676392,Yes
2242251,Smeg,CB300U,,,Bottom Freezer,5-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,Automatic,No,Yes,No,No,Yes,69.7,22,8.4,10.2,387,433,11,,,No,,No,,No,11/11/2014,11/18/2014,"United States, Canada",ES_92281_CB300U_06242015104730_5142022,No
2361980,Smeg,FA490Uxxx,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,77.3,27.7,16.3,19.7,417,491,15,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,06/15/2020,06/22/2020,"United States, Canada",ES_92281_FA490Uxxx_06222020170822_5702605,No
2379826,Smeg,Fab10UXXX,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,37.8,21.5,4.3,4.7,299,364,18,,,No,,,,,06/15/2021,06/14/2021,"United States, Canada",ES_92281_Fab10UXXX_061820211131702_1379526,No
2346534,Smeg,FAB28UL*#,",FAB28UR*#,",812895022834;812895022841;812895022858;812895022865;812895022872;812895022889;812895022896;812895022902;812895022919;812895022926;812895022933;812895022940;812895022957;812895022964;812895022971;812895022988;812895022995;812895023008;812895023015;812895023022;812895023039;812895023046;812895023053;812895023060;812895023077;812895023084;812895023091;812895023107;812895023114;812895023121;812895023671;812895024180,Freezerless and Single Door,1 - Refrigerator-Freezer and Refrigerator other than All-Refrigerator - manual defrost,Manual,No,No,No,No,Yes,59.1,23.6,9.5,10,230,305,25,R-600a,R-600a (GWP:3 | Lower GWP),No,,No,,No,08/08/2019,09/16/2019,"United States, Canada",ES_92281_FAB28UL*#_09162019092618_1184045,No
2342917,Smeg,FAB32UL*#,",FAB32UR*#,",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,Yes,78,23.7,12,14.6,378,446,15,,,No,,,,,03/05/2019,08/02/2019,"United States, Canada",ES_92281_FAB32UL*#; FAB32UR*#_05282019101133_103265,No
2361981,Smeg,FAB38Uxxx,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,81.1,27.8,16.3,19.7,417,491,15,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,06/15/2020,06/22/2020,"United States, Canada",ES_92281_FAB38Uxxx_06222020170432_5472580,No
2351257,Smeg,FAB5UL*#,",FAB5UR*#,",812895024173;812895024203;812895024210;812895024227;812895024234;812895024241;812895024258;812895024265;812895024272;812895024289;812895024296;812895024302;812895024319,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,29.1,15.9,1.2,1.2,210,270,22,,,No,,,,,01/01/2020,12/06/2019,"United States, Canada",ES_92281_FAB5UL*#_12062019145935_3794366,No
2372267,Smeg,FQ55UFX,,,Bottom Freezer,5I - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,No,No,Yes,No,69.9,35.8,22.5,27.5,588,644,10,,,No,,,,,01/19/2021,01/18/2021,"United States, Canada",ES_92281_FQ55UFX_011820210158767_8729556,No
2249180,Smeg,FTU171*7,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,23.6,29.4,681,747,10,,,No,,,,,10/08/2015,10/02/2015,"United States, Canada",ES_92281_FTU171*7_10022015042118_9678900,No
2272319,Smeg,FTU171X7,,,Bottom Freezer,5A - Refrigerator-freezers - automatic defrost with bottom-mounted freezer with through-the-door ice service,Automatic,No,No,Yes,Yes,Yes,69.8,36,25.6,31.5,681,767,13,,,No,,,,,03/30/2015,10/02/2015,"United States, Canada",ES_92281_FTU171X7_07132016083351_8831814,No
2409715,SMEG Spa,CVIU121,,812895024159,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,Yes,18,23.5,2,2,88,172,49,,,No,,,,,01/27/2023,02/22/2023,United States,CVIU121,No
2409721,SMEG Spa,CVIU138,,812895024166,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,Yes,32.3,23.4,4,4,120,187,36,,,No,,,,,01/27/2023,02/22/2023,United States,CVIU138,No
2384171,SMEG Spa,CVxxx18xxxx,,,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,No,18,23.4,1.8,1.8,89,170,48,,,No,,,,,09/02/2021,09/02/2021,"United States, Canada",ES_92281_CVxxx18xxxx_090320211049527_9671105,No
2384170,SMEG Spa,CVxxx38xxxx,,,Compact Cooler,1 - Built-in Compact Cooler,,Yes,Yes,No,No,No,32.5,23.4,4.2,4.2,105,189,44,,,No,,,,,09/02/2021,09/02/2021,"United States, Canada",ES_92281_CVxxx38xxxx_090320211049192_2340278,No
2393348,SMEG Spa,FAB50UXXX,,,Top Freezer,3I - Refrigerator-freezer - automatic defrost with op-mounted freezer with automatic icemaker without through-the-door ice,Automatic,No,No,No,Yes,No,75.6,31.3,18.5,21.8,453,494,10,,,No,,,,,03/31/2022,02/11/2022,"United States, Canada",ES_92281_FAB50UXXX_021120221114828_7084323,Yes
2380722,VIKING,VDUI5241DSS,,768388082253,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5,5,217,305,29,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VDUI5241DSS_061120211417836_3897422,No
2265688,VIKING,VDUO5240DSS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,33.8,23.9,5,5,202,305,34,,,No,,No,,,05/18/2016,04/26/2016,United States,ES_0031770_VDUO5240DSS05022016114135_70075951,Yes
2380752,VIKING,VDUO5241DSS,,768388082314,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5,5,199,305,35,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VDUO5241DSS_061120211417984_9074373,Yes
2320292,VIKING,VRI7240****,,800284050032,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,24,12.9,12.9,295,332,11,,,No,,,,,05/15/2018,05/09/2018,"United States, Canada",ES_0031770_VRI7240****_05222018024854_70184288,No
2341010,VIKING,VRI7300****,,800284050063;800284050094,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,16.4,16.4,324,360,10,,,No,,,,,07/01/2019,07/10/2019,"United States, Canada",ES_0031770_VRI7300****_07102019013431_80010681,No
2354809,VIKING,VRI7360****,,,Freezerless and Single Door,3A-BI - Built-In All-Refrigerators - automatic defrost,Automatic,No,Yes,No,No,Yes,84,30,20.4,20.4,353,392,10,,,No,,,,,02/15/2020,02/12/2020,"United States, Canada",ES_0031770_VRI7360****_02142020023306_80033975,No
2380724,VIKING,VRUI5241GSS,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.3,5.3,251,308,19,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VRUI5241GSS_061120211417802_5776016,No
2380717,VIKING,VRUO5241DLSS,,768388082307,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.1,5.1,219,306,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VRUO5241DLSS_061120211417169_3611014,No
2380714,VIKING,VRUO5241DRSS,,768388082291,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,24,5.1,5.1,219,306,28,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VRUO5241DRSS_061120211417819_2337404,No
2380696,VIKING,VWUI5151GSS,,768388082277,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,Yes,34,15,2.7,2.7,209,284,26,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/22/2021,06/23/2021,"United States, Canada",ES_Marvel Refrigeration_VWUI5151GSS_061120211417967_5141047,No
2385145,VIKING RANGE LLC,RVFFR336SS,,,Bottom Freezer,5I-BI - Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,Automatic,No,Yes,No,Yes,No,69,35.8,19.9,24.9,566,655,16,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,10/04/2021,10/11/2021,"United States, Canada",ES_1036108_RVFFR336SS_090220210846196_4231510,No
2393055,Vissani,HVR440HBEF,,1001694903,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33,19.3,4.4,4.4,228,254,10,,,No,,,,,02/16/2022,02/15/2022,"United States, Canada",ES_1107227_HVR440HBEF_02162022010214_80113965,No
2397417,Vissani,HVR440HSEF,,665679007936,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,21.7,4.4,4.4,228,254,10,,,No,,,,,06/09/2022,06/09/2022,"United States, Canada",ES_1107227_HVR440HSEF_06132022015029_80129998,No
2393056,Vissani,HVR440HWEF,,1001695914,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33,19.3,4.4,4.4,228,254,10,,,No,,,,,02/16/2022,02/15/2022,"United States, Canada",ES_1107227_HVR440HWEF_02162022010214_80113965,No
2453337,Vissani,HVUF11SL,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,67.1,23.6,11.1,11.1,249,280,11,,,No,,,,,04/12/2023,04/02/2023,"United States, Canada",ES_1107227_HVUF11SL_04142023094113_80162419,No
2453336,Vissani,HVUF11SLF,,,Freezerless and Single Door,3A - All-Refrigerators - automatic defrost,Automatic,No,No,No,No,No,67.1,23.6,11.1,11.1,249,280,11,,,No,,,,,04/12/2023,04/02/2023,"United States, Canada",ES_1107227_HVUF11SLF_04142023094113_80162419,No
2376149,Vissani,MDBF18SS,,840092500190,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23,466,521,11,,,No,,,,,04/14/2021,04/06/2021,"United States, Canada",ES_0031912_MDBF18SS_04152021124235_5550000_,No
2388872,Vissani,MDTF12SS,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,25,11.5,13.9,311,346,10,,,No,,,,,12/01/2021,12/01/2021,"United States, Canada",ES_00031912_MDTF12SS_12072021060943_ 80107103,Yes
2362756,Vissani,MDTF18SS,,840092500206,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,,,No,,,,,07/10/2020,07/14/2020,"United States, Canada",ES_31912_MDTF18SS_07152020020925_8965579,Yes
2376343,Vissani,MDTF18SS*,",,* can be any of A-Z,a-z,0-9,version code or blank.",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,,,No,,,,,04/01/2021,04/08/2021,United States,ES_31912_MDTF18SS*_040220210339532_5495124,Yes
2376290,Vissani,MDTF18SSR*,",,* can be any of A-Z,a-z,0-9,version code or blank.",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,,,No,,,,,04/01/2021,04/08/2021,United States,ES_31912_MDTF18SSR*_040220210421571_8861892,Yes
2376286,Vissani,MDTF18SSRPRO*,",,* can be any of A-Z,a-z,0-9,version code or blank.",,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,64.9,29.5,18.1,21.1,362,404,10,,,No,,,,,04/01/2021,04/08/2021,United States,ES_31912_MDTF18SSRPRO*_042120210443795_3726259,Yes
2370551,Vissani,MDTF18WHS,,6940461916776,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67,33,18,21,362,403,10,,,No,,,,,12/01/2020,12/04/2020,"United States, Canada",ES_31912_MDTF18WHS_120420200351928_1907256,Yes
2210398,SPT,RF-164SS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,03/15/2014,01/08/2014,United States,ES_1084573_RF-164SS_05052014183116_4676189,No
2340953,SPT,RF-164SS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,07/10/2019,07/08/2019,"United States, Canada",ES_1084573_RF-164SS_07092019050639_8799814,No
2340954,SPT,RF-164W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.4,18.6,1.6,1.6,207,232,11,,,No,,,,,07/10/2019,07/08/2019,"United States, Canada",ES_1084573_RF-164W_07092019050557_8757737,No
2210399,SPT,RF-244SS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,03/15/2014,01/08/2014,United States,ES_1084573_RF-244SS_05052014182558_4358510,No
2210400,SPT,RF-244W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238,11,,,No,,,,,03/15/2014,01/08/2014,United States,ES_1084573_RF-244W_05052014182507_4307271,No
2210396,SPT,RF-314SS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33,18.5,3.1,3.8,270,358,25,,,No,,,,,01/31/2013,01/08/2014,United States,ES_1084573_RF-314SS_05052014184937_5777885,No
